rep policy target u epoch mode xs ys rho q a wall_ms topology_ms mu value_error value_converged value_stop stop status nodes evaluations panels splits events cells topology_status chart_events projective_folds g0 g0_error g0_quality g0_reason g1 g1_error g1_quality g1_reason g2 g2_error g2_quality g2_reason g3 g3_error g3_quality g3_reason g4 g4_error g4_quality g4_reason
0 None 0.001 0 0 full-cold 0.12 -9.9999999999999995e-07 0.02 0.5 1 0.86016700000000001 0.63793900000000003 31.944397215721676 0.022403688186267964 1 Converged Converged OK 121 121 7 0 15 14 OK 2 0 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested
0 None 0.001 0 0 full-warm 0.12 -9.9999999999999995e-07 0.02 0.5 1 0.85282100000000005 0.63044199999999995 31.944397215721676 0.022403688186267964 1 Converged Converged OK 121 121 7 0 15 14 OK 2 0 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested
0 None 0.001 0 0 radial-only 0.12 -9.9999999999999995e-07 0.02 0.5 1 0.224999 0 31.944397215721676 0.022403688186267964 1 Converged Converged OK 121 121 7 0 15 14 OK 2 0 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested
0 None 0.001 0 1 full-cold 0.12 0 0.02 0.5 1 0.72362499999999996 0.57949399999999995 31.943878200535419 0.030297377788574043 1 Converged Converged OK 59 59 5 0 16 14 OK 2 2 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested
0 None 0.001 0 1 full-warm 0.12 0 0.02 0.5 1 0.51358300000000001 0.46345599999999998 0 inf 0 EventLocationLimited EventLocationLimited GRADIENT_UNRELIABLE 0 0 0 0 16 14 OK 2 2 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested
0 None 0.001 0 1 radial-only 0.12 0 0.02 0.5 1 0.14152799999999999 0 31.943878200535419 0.030297377788574043 1 Converged Converged OK 59 59 5 0 16 14 OK 2 2 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested
0 None 0.001 0 2 full-cold 0.12 9.9999999999999995e-07 0.02 0.5 1 0.76454800000000001 0.55008999999999997 31.944397215721676 0.022403688186287143 1 Converged Converged OK 121 121 7 0 15 14 OK 2 0 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested
0 None 0.001 0 2 full-warm 0.12 9.9999999999999995e-07 0.02 0.5 1 0.70250800000000002 0.46750000000000003 31.944397215721676 0.022403688186287143 1 Converged Converged OK 121 121 7 0 15 14 OK 2 0 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested
0 None 0.001 0 2 radial-only 0.12 9.9999999999999995e-07 0.02 0.5 1 0.206793 0 31.944397215721676 0.022403688186287143 1 Converged Converged OK 121 121 7 0 15 14 OK 2 0 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested
0 None 0.001 0 3 full-cold 0.12 0 0.02 0.5 1 0.72174799999999995 0.57196400000000003 31.943878200535419 0.030297377788574043 1 Converged Converged OK 59 59 5 0 16 14 OK 2 2 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested 0 0 NotRequested NotRequested
