case profile db epoch whole mu ok nodes topology setup physics estimator scheduler struct expand presearch real qf residual completeness classification soft probes arc endpoint k rescue trajectory_pos bracket_attempts bracket_successes native_ms native_calls native_pass native_violations native_root_pass native_root_violations solve_total radial_total prepare conjugate metadata chart diagnostic noise_checks noise_all noise_first noise_ratio noise_valid
0 linear 0 0 54.900471000000003 7.0379226907888537 1 67 53.551769999999998 0.10413 0.21796800000000005 0.0070960000000000016 0.0020960000000000002 0.0092399999999999999 0.022532 0.18831899999999999 0.34308899999999998 52.628990000000002 0.110525 3.4999999999999997e-05 0.067069000000000004 0.011122999999999999 0.010995000000000001 0.14740800000000001 0.031085999999999992 0.008918000000000004 0 0 0 0 0 0 0 0 0 0 53.329158999999997 53.520867000000003 0.011394 0.015647000000000001 0.014371 0.0010560000000000001 0.045304999999999998 0 0 0 0 0
0 linear 0 7 49.657831000000002 7.165175685042759 1 83 49.217976999999998 0.011802 0.36130299999999993 0.0063230000000000005 0.0023449999999999999 0.0069360000000000003 0.023792000000000001 0.019876999999999999 0.36707699999999999 48.621357000000003 0.090451000000000004 2.6999999999999999e-05 0.016341000000000001 0.002366 0.0045030000000000009 0.25694300000000009 0.054223999999999974 0.011216000000000002 0 1 15 15 0 0 0 0 0 0 49.133569999999999 49.207250000000002 0.0065970000000000004 0.007437 0.012276 7.7999999999999999e-05 0.040965000000000001 2 1 16 0.00115407797797932 2
0 linear 0 15 49.645404999999997 7.2540425509600803 1 91 49.281179000000002 0.012023000000000001 0.32129200000000008 0.0070279999999999995 0.0015969999999999999 0.0032399999999999998 0.010208999999999999 0.0099000000000000008 0.25199199999999999 48.785933999999997 0.090339000000000003 2.5999999999999998e-05 0.079516000000000003 0.0019449999999999999 0.0038240000000000006 0.23242300000000002 0.046824000000000005 0.011016999999999999 0 2 13 13 0 0 0 0 0 0 49.159241000000002 49.273941999999998 0.001763 0.0054140000000000004 0.012232 6.0999999999999999e-05 0.038096999999999999 1 1 8 0.0027134713756958736 1
0 linear 0 23 49.780149000000002 7.2793514851610421 1 91 49.335377000000001 0.011787000000000001 0.40161800000000014 0.0083450000000000017 0.001441 0.0043090000000000003 0.010008 0.010175999999999999 0.39070300000000002 48.729174999999998 0.089594000000000007 2.9e-05 0.048620000000000003 0.001836 0.0037690000000000002 0.28380000000000011 0.053856999999999988 0.014152000000000007 0 3 13 13 0 0 0 0 0 0 49.239559999999997 49.328474999999997 0.00172 0.0052690000000000002 0.012535999999999999 6.2000000000000003e-05 0.038376 1 1 8 0.0030160757831446021 1
0 linear 1 0 1.0419050000000001 589.76731831372365 1 105 0.66369199999999995 0.012926 0.30867500000000003 0.0072069999999999999 0.0016610000000000001 0.0034749999999999998 0.010085999999999999 0.17674200000000001 0.12721299999999999 0 0.010123 0.001256 0.25465700000000002 0.001874 0.004006 0.16039500000000007 0.078264000000000056 0.017441000000000012 0 0 0 0 0.0058170000000000001 1 0 0 14 0 0.35587000000000002 0.655783 0.001124 0.0035200000000000001 0.015752000000000002 0.0043870000000000003 0.032826000000000001 0 0 0 0 0
0 linear 1 7 0.71265599999999996 593.09247526628167 1 105 0.34177200000000002 0.013368 0.32870899999999992 0.0062849999999999998 0.0014939999999999999 0.0031649999999999998 0.0096270000000000001 0.0085830000000000004 0.14201900000000001 0 0.0036770000000000001 0.0011100000000000001 0.10371899999999999 0.001132 0.0037679999999999996 0.17313500000000009 0.076611000000000054 0.017458000000000015 0 1 19 19 0.0030170000000000002 1 0 0 14 0 0.19361 0.33514500000000003 0.0014859999999999999 0.0036159999999999999 0.01481 0.0011919999999999999 0.030613999999999999 1 1 8 0.0016863986939356674 1
0 linear 1 15 0.93342099999999995 596.53003682974679 1 128 0.43055700000000002 0.013453 0.44253299999999984 0.0075390000000000006 0.001604 0.0028040000000000001 0.0090869999999999996 0.0082970000000000006 0.11239200000000001 0 0.0035990000000000002 0.001023 0.22496599999999994 0.0010790000000000001 0.0038499999999999997 0.22719800000000004 0.10314199999999996 0.022968000000000009 0 2 19 19 0.0029989999999999999 1 0 0 14 0 0.163443 0.423786 0.0013799999999999999 0.0033700000000000002 0.014200000000000001 0.0011670000000000001 0.031036000000000001 1 1 8 0.18679473719266346 1
0 linear 1 23 0.80499100000000001 599.54254534181996 1 128 0.31905 0.015108 0.43342200000000003 0.0071109999999999993 0.0017840000000000002 0.0037260000000000001 0.0098219999999999991 0.0087600000000000004 0.132794 0 0.004091 0.00096100000000000005 0.080223000000000003 0.001835 0.0041720000000000012 0.2210990000000001 0.099588000000000163 0.022919999999999992 0 3 19 19 0.0030469999999999998 1 0 0 14 0 0.187142 0.31018899999999999 0.0018079999999999999 0.0038549999999999999 0.014662999999999999 0.0022339999999999999 0.031600000000000003 1 1 8 0.0068439882711387309 1
0 linear 2 0 35.104047000000001 2.3667291596036724 1 61 34.858083999999998 0.011764 0.206485 0.0075729999999999999 0.00098899999999999986 0.0030630000000000002 0.0097900000000000001 0.17141200000000001 0.332341 34.165197999999997 0.085642999999999997 2.6999999999999999e-05 0.041271999999999996 0.0031329999999999999 0.0041110000000000001 0.14048899999999995 0.029863999999999995 0.0073540000000000029 0 0 0 0 0 0 0 0 0 0 34.771344999999997 34.848233 0.001003 0.0073150000000000003 0.011801000000000001 6.2000000000000003e-05 0.033646000000000002 0 0 0 0 0
0 linear 2 7 47.811124999999997 2.4102109454225378 1 61 47.540708000000002 0.011912000000000001 0.23250300000000004 0.0063600000000000002 0.0010460000000000001 0.0031210000000000001 0.010070000000000001 0.0099670000000000002 0.32549 47.054067999999994 0.083613999999999994 2.6999999999999999e-05 0.0097490000000000007 0.0016410000000000001 0.003813 0.16862100000000008 0.029673999999999996 0.0076079999999999976 0 1 16 13 0 0 0 0 0 0 47.488922000000002 47.533531000000004 0.001918 0.0054070000000000003 0.011857999999999999 5.5000000000000002e-05 0.032875000000000001 1 1 8 0.11055858717162853 1
