case config profile bin epoch s q rho x y time u X ref tol cold_ms shadow_cold_ms warm_ms shadow_warm_ms cold_mu shadow_cold_mu warm_mu shadow_warm_mu cold_ok shadow_cold_ok warm_ok shadow_warm_ok cold_status shadow_cold_status warm_status shadow_warm_status cold_nodes shadow_cold_nodes warm_nodes shadow_warm_nodes cold_jet_attempts cold_jet_successes cold_shadow_panels cold_local_budget_passes cold_jet_ms cold_model_ms warm_jet_attempts warm_jet_successes warm_shadow_panels warm_local_budget_passes warm_jet_ms warm_model_ms
0 0 linear 1 15 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.02593623027457688 0.5 0.10920182204699373 596.52004720667082 0.0001 1.0532619999999999 1.0428630000000001 0.86739599999999994 0.86372800000000005 596.52485324237318 596.52485324237318 596.52485324237318 596.52485324237318 1 1 1 1 Converged Converged Converged Converged 192 192 192 192 0 0 8 0 0 0.00012999999999999999 0 0 8 0 0 0.00012799999999999999
0 0 linear 1 23 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025912207533153965 0.5 0.10917779930557081 599.53614633227335 0.0001 0.86512100000000003 0.86450099999999996 0.72867999999999999 0.73216700000000001 599.53810312491976 599.53810312491976 599.53810312491976 599.53810312491976 1 1 1 1 Converged Converged Converged Converged 192 192 192 192 0 0 8 0 0 0.00012 0 0 8 0 0 0.00014499999999999997
0 0 linear 2 0 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1410334214605786 -4.0468798240857806 1.1409988887697833 0.5 -1.0577332969973665 2.3667306603356812 0.001 34.978717000000003 34.930570000000003 34.855924999999999 34.895198000000001 2.3667291596015403 2.3667291596015403 2.3667291596015403 2.3667291596015403 1 1 1 1 Converged Converged Converged Converged 61 61 61 61 0 0 3 0 0 5.8999999999999998e-05 0 0 3 0 0 5.8e-05
0 0 linear 2 7 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1410334214605786 -4.0468798240857806 1.1410199086685282 0.5 -1.0577543168961114 2.4102124914501046 0.001 47.755839000000002 47.722358 47.818531999999998 47.774239000000001 2.410210945421869 2.410210945421869 2.410210945421869 2.410210945421869 1 1 1 1 Converged Converged Converged Converged 61 61 61 61 0 0 3 0 0 8.2999999999999998e-05 0 0 3 0 0 5.8e-05
0 0 linear 2 15 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1410334214605786 -4.0468798240857806 1.1410439314099512 0.5 -1.0577783396375344 2.4659820375089936 0.001 47.836129 47.835658000000002 47.721584 47.674779000000001 2.465980422483935 2.465980422483935 2.465980422483935 2.465980422483935 1 1 1 1 Converged Converged Converged Converged 61 61 61 61 0 0 3 0 0 5.1999999999999997e-05 0 0 3 0 0 6.3e-05
0 0 linear 2 23 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1410334214605786 -4.0468798240857806 1.141067954151374 0.5 -1.0578023623789572 2.5300573667300794 0.001 49.760326999999997 49.637357999999999 49.512281000000002 49.588847999999999 2.530055725233523 2.530055725233523 2.530055725233523 2.530055725233523 1 1 1 1 Converged Converged Converged Converged 61 61 61 61 0 0 3 0 0 0.000377 0 0 3 0 0 5.5999999999999999e-05
0 0 linear 2 0 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1410334214605786 -4.0468798240857806 1.1409988887697833 0.5 -1.0577332969973665 2.3667306603356812 0.0001 35.045217000000001 35.004001000000002 35.012849000000003 35.011197000000003 2.3667291606563916 2.3667291606563916 2.3667291606563916 2.3667291606563916 1 1 1 1 Converged Converged Converged Converged 93 93 93 93 0 0 3 0 0 5.1999999999999997e-05 0 0 3 0 0 6.7000000000000002e-05
0 0 linear 2 7 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1410334214605786 -4.0468798240857806 1.1410199086685282 0.5 -1.0577543168961114 2.4102124914501046 0.0001 48.025039 47.866492000000001 47.973730000000003 47.968026999999999 2.4102109463494248 2.4102109463494248 2.4102109463494248 2.4102109463494248 1 1 1 1 Converged Converged Converged Converged 77 77 77 77 0 0 3 0 0 5.2000000000000004e-05 0 0 3 0 0 8.7999999999999998e-05
0 0 linear 2 15 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1410334214605786 -4.0468798240857806 1.1410439314099512 0.5 -1.0577783396375344 2.4659820375089936 0.0001 47.878224000000003 47.940320999999997 47.718297999999997 47.797902999999998 2.4659804234052833 2.4659804234052833 2.4659804234052833 2.4659804234052833 1 1 1 1 Converged Converged Converged Converged 77 77 77 77 0 0 3 0 0 5.5000000000000002e-05 0 0 3 0 0 5.1e-05
0 0 linear 2 23 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1410334214605786 -4.0468798240857806 1.141067954151374 0.5 -1.0578023623789572 2.5300573667300794 0.0001 49.891956999999998 49.630445999999999 49.741917999999998 49.626465000000003 2.5300557261582268 2.5300557261582268 2.5300557261582268 2.5300557261582268 1 1 1 1 Converged Converged Converged Converged 77 77 77 77 0 0 3 0 0 5.5999999999999999e-05 0 0 3 0 0 0.00029099999999999997
0 0 linear 3 0 0.2310772011499552 0.56332240832139935 0.00017266345397718498 0.019011618393043918 -0.00044021513465950505 0.018977085702248479 0.5 0.064288506070168366 488.05744869038392 0.001 0.60714699999999999 0.58723400000000003 0.57210700000000003 0.56808599999999998 488.05716329463445 488.05716329463445 488.05716329463445 488.05716329463445 1 1 1 1 Converged Converged Converged Converged 83 83 83 83 0 0 5 0 0 7.9999999999999993e-05 0 0 5 0 0 8.3999999999999995e-05
0 0 linear 3 7 0.2310772011499552 0.56332240832139935 0.00017266345397718498 0.019011618393043918 -0.00044021513465950505 0.01899810560099353 0.5 0.064267486171423319 497.79328032918818 0.001 0.65259100000000003 0.65515999999999996 0.52920100000000003 0.53066400000000002 497.79296944730254 497.79296944730254 497.79296944730254 497.79296944730254 1 1 1 1 Converged Converged Converged Converged 83 83 83 83 0 0 5 0 0 7.8999999999999996e-05 0 0 5 0 0 7.4999999999999993e-05
0 0 linear 3 15 0.2310772011499552 0.56332240832139935 0.00017266345397718498 0.019011618393043918 -0.00044021513465950505 0.019022128342416442 0.5 0.064243463430000411 510.01613600715001 0.001 0.68145100000000003 0.67441899999999999 0.55014399999999997 0.54276500000000005 510.0157543051937 510.0157543051937 510.0157543051937 510.0157543051937 1 1 1 1 Converged Converged Converged Converged 83 83 83 83 0 0 5 0 0 7.9999999999999993e-05 0 0 5 0 0 7.7999999999999999e-05
0 0 linear 3 23 0.2310772011499552 0.56332240832139935 0.00017266345397718498 0.019011618393043918 -0.00044021513465950505 0.019046151083839356 0.5 0.064219440688577489 523.73830156079396 0.001 0.59645899999999996 0.60101700000000002 0.48786200000000002 0.48714299999999999 523.73782250077227 523.73782250077227 523.73782250077227 523.73782250077227 1 1 1 1 Converged Converged Converged Converged 99 99 99 99 0 0 5 0 0 7.9999999999999993e-05 0 0 5 0 0 8.1000000000000004e-05
0 0 linear 3 0 0.2310772011499552 0.56332240832139935 0.00017266345397718498 0.019011618393043918 -0.00044021513465950505 0.018977085702248479 0.5 0.064288506070168366 488.05744869038392 0.0001 0.63600299999999999 0.64402700000000002 0.602128 0.60853400000000002 488.05716442286604 488.05716442286604 488.05716442286604 488.05716442286604 1 1 1 1 Converged Converged Converged Converged 115 115 115 115 0 0 5 0 0 8.2999999999999998e-05 0 0 5 0 0 7.2000000000000002e-05
0 0 linear 3 7 0.2310772011499552 0.56332240832139935 0.00017266345397718498 0.019011618393043918 -0.00044021513465950505 0.01899810560099353 0.5 0.064267486171423319 497.79328032918818 0.0001 0.68741600000000003 0.69253699999999996 0.59101000000000004 0.59482199999999996 497.7929706854278 497.7929706854278 497.7929706854278 497.7929706854278 1 1 1 1 Converged Converged Converged Converged 115 115 115 115 0 0 5 0 0 7.2000000000000002e-05 0 0 5 0 0 8.1000000000000004e-05
0 0 linear 3 15 0.2310772011499552 0.56332240832139935 0.00017266345397718498 0.019011618393043918 -0.00044021513465950505 0.019022128342416442 0.5 0.064243463430000411 510.01613600715001 0.0001 0.71820899999999999 0.71925499999999998 0.61388200000000004 0.60790699999999998 510.01575572595578 510.01575572595578 510.01575572595578 510.01575572595578 1 1 1 1 Converged Converged Converged Converged 115 115 115 115 0 0 5 0 0 8.2999999999999998e-05 0 0 5 0 0 8.2999999999999998e-05
0 0 linear 3 23 0.2310772011499552 0.56332240832139935 0.00017266345397718498 0.019011618393043918 -0.00044021513465950505 0.019046151083839356 0.5 0.064219440688577489 523.73830156079396 0.0001 0.61913499999999999 0.62299300000000002 0.52051599999999998 0.51526899999999998 523.73782257756272 523.73782257756272 523.73782257756272 523.73782257756272 1 1 1 1 Converged Converged Converged Converged 115 115 115 115 0 0 5 0 0 8.2000000000000001e-05 0 0 5 0 0 8.3999999999999995e-05
0 0 linear 4 0 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1436514944760341 -4.0397331535590295 1.1436169617852388 0.5 -1.060351370012822 2.6196492485236935 0.001 0.42464200000000002 0.41246500000000003 0.40562300000000001 0.39935700000000002 2.6196476657537855 2.6196476657537855 2.6196476657537855 2.6196476657537855 1 1 1 1 Converged Converged Converged Converged 52 52 52 52 0 0 4 0 0 6.2000000000000003e-05 0 0 4 0 0 6.3e-05
0 0 linear 4 7 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1436514944760341 -4.0397331535590295 1.1436379816839837 0.5 -1.0603723899115669 2.5174345319049873 0.001 0.41731499999999999 0.42855199999999999 0.26921699999999998 0.271345 2.5174331937761689 2.5174331937761689 2.5174331937766752 2.5174331937766752 1 1 1 1 Converged Converged Converged Converged 52 52 52 52 0 0 4 0 0 5.5999999999999999e-05 0 0 4 0 0 6.9999999999999994e-05
0 0 linear 4 15 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1436514944760341 -4.0397331535590295 1.1436620044254067 0.5 -1.0603964126529899 2.4212347726041608 0.001 0.47124700000000003 0.47237200000000001 0.361404 0.352497 2.4212389482929488 2.4212389482929488 2.4212389482952048 2.4212389482952048 1 1 1 1 Converged Converged Converged Converged 68 68 68 68 0 0 4 0 0 6.4999999999999994e-05 0 0 4 0 0 6.8999999999999997e-05
0 0 linear 4 23 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1436514944760341 -4.0397331535590295 1.1436860271668294 0.5 -1.0604204353944127 2.3408523335578364 0.001 0.42280899999999999 0.43582799999999999 0.28755999999999998 0.28933799999999998 2.3408509317815125 2.3408509317815125 2.3408509317814752 2.3408509317814752 1 1 1 1 Converged Converged Converged Converged 61 61 61 61 0 0 3 0 0 5.5999999999999992e-05 0 0 3 0 0 4.8000000000000001e-05
0 0 linear 4 0 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1436514944760341 -4.0397331535590295 1.1436169617852388 0.5 -1.060351370012822 2.6196492485236935 0.0001 0.458731 0.45891300000000002 0.44856200000000002 0.45347399999999999 2.6196476074454114 2.6196476074454114 2.6196476074454114 2.6196476074454114 1 1 1 1 Converged Converged Converged Converged 76 76 76 76 0 0 4 0 0 8.9999999999999992e-05 0 0 4 0 0 8.7000000000000001e-05
0 0 linear 4 7 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1436514944760341 -4.0397331535590295 1.1436379816839837 0.5 -1.0603723899115669 2.5174345319049873 0.0001 0.51853199999999999 0.52126099999999997 0.37746800000000003 0.38372299999999998 2.5174329294969735 2.5174329294969735 2.5174329294968643 2.5174329294968643 1 1 1 1 Converged Converged Converged Converged 100 100 100 100 0 0 4 0 0 8.1000000000000004e-05 0 0 4 0 0 7.2999999999999999e-05
0 0 linear 4 15 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1436514944760341 -4.0397331535590295 1.1436620044254067 0.5 -1.0603964126529899 2.4212347726041608 0.0001 0.56404500000000002 0.56139700000000003 0.470412 0.46771099999999999 2.4212333290195831 2.4212333290195831 2.42123332902014 2.42123332902014 1 1 1 1 Converged Converged Converged Converged 116 116 116 116 0 0 4 0 0 6.2000000000000003e-05 0 0 4 0 0 6.9999999999999994e-05
0 0 linear 4 23 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1436514944760341 -4.0397331535590295 1.1436860271668294 0.5 -1.0604204353944127 2.3408523335578364 0.0001 0.45200800000000002 0.458679 0.31977800000000001 0.32957199999999998 2.3408509327032796 2.3408509327032796 2.3408509327032423 2.3408509327032423 1 1 1 1 Converged Converged Converged Converged 77 77 77 77 0 0 3 0 0 5.5999999999999999e-05 0 0 3 0 0 5.0000000000000002e-05
0 0 uniform 0 0 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1409565850100225 0 -1.0576909932376057 6.8139830013407305 0.001 49.490046 49.626139999999999 49.579892000000001 49.483677 6.8139867820873175 6.8139867820873175 6.8139867820873175 6.8139867820873175 1 1 1 1 Converged Converged Converged Converged 67 67 67 67 35 33 5 0 0.0082209999999999991 0.0010870000000000001 35 33 5 0 0.0047760000000000007 0.00041800000000000002
0 0 uniform 0 7 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1409776049087674 0 -1.0577120131363507 6.9223164812350113 0.001 49.488086000000003 49.510145999999999 49.367230999999997 49.334547000000001 6.9223389959710024 6.9223389959710024 6.9223389959710024 6.9223389959710024 1 1 1 1 Converged Converged Converged Converged 83 83 83 83 35 33 5 0 0.004091 0.00036900000000000002 35 33 5 0 0.0040940000000000004 0.00034099999999999999
0 0 uniform 0 15 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1410016276501904 0 -1.0577360358777737 7.0045095553354182 0.001 49.567844000000001 49.601149999999997 49.415489000000001 49.491044000000002 7.004505411003394 7.004505411003394 7.004505411003394 7.004505411003394 1 1 1 1 Converged Converged Converged Converged 91 91 91 91 35 33 5 0 0.0041550000000000007 0.00033999999999999997 35 33 5 0 0.0047399999999999994 0.00032200000000000002
0 0 uniform 0 23 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1410256503916132 0 -1.0577600586191964 7.0403851828477153 0.001 49.860118 49.758108 49.782570999999997 49.670400000000001 7.0403829421860307 7.0403829421860307 7.0403829421860307 7.0403829421860307 1 1 1 1 Converged Converged Converged Converged 91 91 91 91 35 33 5 0 0.0049179999999999996 0.00031400000000000004 35 33 5 0 0.0039729999999999991 0.00033600000000000004
0 0 uniform 0 0 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1409565850100225 0 -1.0576909932376057 6.8139830013407305 0.0001 49.699936999999998 49.672471999999999 49.592132999999997 49.734465999999998 6.8139823806006667 6.8139823806006667 6.8139823806006667 6.8139823806006667 1 1 1 1 Converged Converged Converged Converged 107 107 107 107 35 33 5 0 0.0039960000000000013 0.00038100000000000005 35 33 5 0 0.0041219999999999998 0.00035199999999999999
0 0 uniform 0 7 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1409776049087674 0 -1.0577120131363507 6.9223164812350113 0.0001 49.487501999999999 49.631231 49.380707999999998 49.367252000000001 6.9223156673031889 6.9223156673031889 6.9223156673031889 6.9223156673031889 1 1 1 1 Converged Converged Converged Converged 107 107 107 107 35 33 5 0 0.0051979999999999986 0.00028800000000000001 35 33 5 0 0.0039390000000000007 0.00031799999999999998
0 0 uniform 0 15 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1410016276501904 0 -1.0577360358777737 7.0045095553354182 0.0001 49.797845000000002 49.881753000000003 49.660513000000002 49.695079999999997 7.0045086824761214 7.0045086824761214 7.0045086824761214 7.0045086824761214 1 1 1 1 Converged Converged Converged Converged 107 107 107 107 35 33 5 0 0.0039560000000000003 0.00029399999999999999 35 33 5 0 0.0055120000000000004 0.00032600000000000001
0 0 uniform 0 23 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1410256503916132 0 -1.0577600586191964 7.0403851828477153 0.0001 49.834614999999999 49.802014 49.539943999999998 49.654991000000003 7.0403853999323944 7.0403853999323944 7.0403853999323944 7.0403853999323944 1 1 1 1 Converged Converged Converged Converged 107 107 107 107 35 33 5 0 0.0046899999999999997 0.00031300000000000002 35 33 5 0 0.0048280000000000016 0.00031100000000000002
0 0 uniform 1 0 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025981272914744842 0 0.10924686468716169 627.73840599620598 0.001 0.81431900000000002 0.79728900000000003 0.77927400000000002 0.78119099999999997 627.72831737402873 627.72831737402873 627.72831737402873 627.72831737402873 1 1 1 1 Converged Converged Converged Converged 105 105 105 105 49 45 7 1 0.0091220000000000016 0.00048799999999999999 49 45 7 1 0.0076880000000000013 0.00033
0 0 uniform 1 7 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025960253015999791 0 0.10922584478841664 631.60308179632364 0.001 0.64676900000000004 0.65837100000000004 0.49108000000000002 0.52160499999999999 631.61507920936958 631.61507920936958 631.61507920936958 631.61507920936958 1 1 1 1 Converged Converged Converged Converged 105 105 105 105 49 45 7 1 0.0074979999999999995 0.00032700000000000003 49 45 7 1 0.0078249999999999986 0.00031999999999999997
0 0 uniform 1 15 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.02593623027457688 0 0.10920182204699373 635.57229076759938 0.001 0.82016599999999995 0.81748500000000002 0.63582399999999994 0.64878499999999995 635.58150147373738 635.58150147373738 635.58150147373738 635.58150147373738 1 1 1 1 Converged Converged Converged Converged 128 128 128 128 56 52 8 2 0.0093960000000000016 0.00038099999999999999 56 52 8 2 0.0091920000000000023 0.00037200000000000004
0 0 uniform 1 23 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025912207533153965 0 0.10917779930557081 638.98258495925404 0.001 0.62893200000000005 0.65224199999999999 0.49368499999999998 0.51580499999999996 638.99054014711896 638.99054014711896 638.99054014711896 638.99054014711896 1 1 1 1 Converged Converged Converged Converged 128 128 128 128 56 52 8 2 0.0092870000000000001 0.00029899999999999995 56 52 8 2 0.0093140000000000046 0.00031700000000000001
0 0 uniform 1 0 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025981272914744842 0 0.10924686468716169 627.73840599620598 0.0001 0.855182 0.86141400000000001 0.84310600000000002 0.89019999999999999 627.73684679954704 627.73684679954704 627.73684679954704 627.73684679954704 1 1 1 1 Converged Converged Converged Converged 153 153 153 153 49 45 7 1 0.0074850000000000012 0.00033399999999999999 49 45 7 1 0.0078620000000000009 0.00032299999999999999
0 0 uniform 1 7 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025960253015999791 0 0.10922584478841664 631.60308179632364 0.0001 0.68031399999999997 0.71174599999999999 0.53177099999999999 0.55226399999999998 631.60368782152102 631.60368782152102 631.60368782152102 631.60368782152102 1 1 1 1 Converged Converged Converged Converged 137 137 137 137 49 45 7 1 0.0073440000000000024 0.00032399999999999996 49 45 7 1 0.0073799999999999985 0.00030399999999999996
0 0 uniform 1 15 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.02593623027457688 0 0.10920182204699373 635.57229076759938 0.0001 0.91134099999999996 0.92543500000000001 0.75090100000000004 0.75163199999999997 635.57271866477447 635.57271866477447 635.57271866477447 635.57271866477447 1 1 1 1 Converged Converged Converged Converged 192 192 192 192 56 52 8 2 0.009299 0.00039500000000000001 56 52 8 2 0.0090809999999999971 0.00034600000000000001
0 0 uniform 1 23 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025912207533153965 0 0.10917779930557081 638.98258495925404 0.0001 0.74033099999999996 0.75314700000000001 0.59856699999999996 0.61758599999999997 638.9829250213055 638.9829250213055 638.9829250213055 638.9829250213055 1 1 1 1 Converged Converged Converged Converged 192 192 192 192 56 52 8 2 0.0091049999999999968 0.000301 56 52 8 2 0.009197000000000002 0.00030200000000000002
0 0 uniform 2 0 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1410334214605786 -4.0468798240857806 1.1409988887697833 0 -1.0577332969973665 2.3738777323473541 0.001 34.877853000000002 34.844321000000001 34.844467000000002 35.027326000000002 2.3738776878567807 2.3738776878567807 2.3738776878567807 2.3738776878567807 1 1 1 1 Converged Converged Converged Converged 45 45 45 45 21 19 3 0 0.0024290000000000002 0.00014600000000000003 21 19 3 0 0.0024020000000000001 0.000137
