case config profile bin epoch s q rho x y time u X ref tol cold_ms shadow_cold_ms warm_ms shadow_warm_ms cold_mu shadow_cold_mu warm_mu shadow_warm_mu cold_ok shadow_cold_ok warm_ok shadow_warm_ok cold_status shadow_cold_status warm_status shadow_warm_status cold_nodes shadow_cold_nodes warm_nodes shadow_warm_nodes cold_jet_ok warm_jet_ok shadow_panels eligible jet_ms shadow_ms
0 0 uniform 0 15 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1410016276501904 0 -1.0577360358777737 7.0045095553354182 0.0001 49.733766000000003 49.615735000000001 49.51726 49.569794000000002 7.0045086824761214 7.0045086824761214 7.0045086824761214 7.0045086824761214 1 1 1 1 Converged Converged Converged Converged 107 107 107 107 0 0 5 0 0 0.00014100000000000004
0 0 uniform 0 23 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1410256503916132 0 -1.0577600586191964 7.0403851828477153 0.0001 49.723725000000002 49.850476 49.760354 49.666614000000003 7.0403853999323944 7.0403853999323944 7.0403853999323944 7.0403853999323944 1 1 1 1 Converged Converged Converged Converged 107 107 107 107 0 0 5 0 0 0.00015100000000000001
0 0 uniform 1 0 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025981272914744842 0 0.10924686468716169 627.73840599620598 0.001 0.81904299999999997 0.78625100000000003 0.78049000000000002 0.77261400000000002 627.72831737402873 627.72831737402873 627.72831737402873 627.72831737402873 1 1 1 1 Converged Converged Converged Converged 105 105 105 105 0 0 7 0 0 0.00012800000000000002
0 0 uniform 1 7 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025960253015999791 0 0.10922584478841664 631.60308179632364 0.001 0.63914800000000005 0.65143099999999998 0.49310700000000002 0.50234199999999996 631.61507920936958 631.61507920936958 631.61507920936958 631.61507920936958 1 1 1 1 Converged Converged Converged Converged 105 105 105 105 0 0 7 0 0 0.000107
0 0 uniform 1 15 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.02593623027457688 0 0.10920182204699373 635.57229076759938 0.001 0.82582100000000003 0.80696000000000001 0.63590000000000002 0.63710900000000004 635.58150147373738 635.58150147373738 635.58150147373738 635.58150147373738 1 1 1 1 Converged Converged Converged Converged 128 128 128 128 0 0 8 0 0 0.00012
0 0 uniform 1 23 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025912207533153965 0 0.10917779930557081 638.98258495925404 0.001 0.62997400000000003 0.64034400000000002 0.49048199999999997 0.49889699999999998 638.99054014711896 638.99054014711896 638.99054014711896 638.99054014711896 1 1 1 1 Converged Converged Converged Converged 128 128 128 128 0 0 8 0 0 0.00013899999999999996
0 0 uniform 1 0 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025981272914744842 0 0.10924686468716169 627.73840599620598 0.0001 0.91505800000000004 0.87336199999999997 0.84612500000000002 0.83983399999999997 627.73684679954704 627.73684679954704 627.73684679954704 627.73684679954704 1 1 1 1 Converged Converged Converged Converged 153 153 153 153 0 0 7 0 0 0.00012300000000000001
0 0 uniform 1 7 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025960253015999791 0 0.10922584478841664 631.60308179632364 0.0001 0.67849099999999996 0.68701999999999996 0.53137400000000001 0.53999900000000001 631.60368782152102 631.60368782152102 631.60368782152102 631.60368782152102 1 1 1 1 Converged Converged Converged Converged 137 137 137 137 0 0 7 0 0 0.0001
0 0 uniform 1 15 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.02593623027457688 0 0.10920182204699373 635.57229076759938 0.0001 0.91207400000000005 0.910883 0.74784399999999995 0.74026599999999998 635.57271866477447 635.57271866477447 635.57271866477447 635.57271866477447 1 1 1 1 Converged Converged Converged Converged 192 192 192 192 0 0 8 0 0 0.00012
0 0 uniform 1 23 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025912207533153965 0 0.10917779930557081 638.98258495925404 0.0001 0.73946400000000001 0.74036299999999999 0.59698399999999996 0.60358000000000001 638.9829250213055 638.9829250213055 638.9829250213055 638.9829250213055 1 1 1 1 Converged Converged Converged Converged 192 192 192 192 0 0 8 0 0 0.000125
