name tol panel cell depth value_resolved q7 qh3 qh7 correction model inner geometry event roundoff model_budget_pass_ignoring_value_detail panel_local_budget_pass ref64 ref128 ref_unc qh_error q7_error model_under jet_count jet_endpoint_ift_max_scaled derivative_detail3 derivative_detail7 derivative_detail_decays
plan15 0.0001 26 1 2 1 0.082794789506310529 0.082795306477151706 0.082794789744297007 2.3798647774686543e-10 3.8415636468354709e-05 0 1.3051154968951737e-15 0 3.6768272651559699e-17 0 0 0.082794789744297242 0.082794789744297298 5.5511151231257827e-17 2.9143354396410359e-16 2.379867691804094e-10 0 7 6.9475351349617883e-16 0.013497466053312623 0.00041183645839645865 1
plan15 0.0001 27 1 2 1 0.019817629495808106 0.019817261626308268 0.019817629389561109 1.0624699731121012e-10 6.3336295075423112e-05 0 7.7017516626940746e-16 2.582733974935455e-17 8.8007954238947167e-18 0 0 0.019817629389559124 0.019817629389559117 6.9388939039072284e-18 1.9914625504213745e-15 1.0624898877376054e-10 0 7 1.3812056896559827e-12 0.012438813484835411 0.00034713608636930315 1
plan15 0.0001 28 4 1 1 0.70934636000321805 0.70934620223168998 0.70934634758102044 1.2422197603889629e-08 5.808257025563422e-06 0 2.2547949079112648e-15 0 3.1501306452384716e-16 1 1 0.70934634757465675 0.70934634757465675 0 6.3636873548489348e-12 1.2428561291244478e-08 0 7 4.9492376302563554e-12 0.018150736118346212 0.00025353485627245483 1
plan15 0.0001 29 4 1 1 0.76820409974964421 0.76820194950109166 0.76820411342512951 1.3675485299735612e-08 5.904569846574622e-05 0 2.3728631904605172e-15 0 3.4115115166139818e-16 1 1 0.76820411342355743 0.76820411342355754 1.1102230246251565e-16 1.5719647805667591e-12 1.3673913334955046e-08 0 7 1.2225908194687908e-11 0.024472034270505181 0.00044497935380045803 1
plan15 0.0001 30 1 2 1 0.015755859972321418 0.015755681306695638 0.015755859940666948 3.1654470711295346e-11 3.5637135250394757e-05 0 6.3360228922962059e-16 1.9539442998885147e-17 6.9970074056164481e-18 0 0 0.01575585994066683 0.01575585994066684 1.0408340855860843e-17 1.0755285551056204e-16 3.1654578264150857e-11 0 7 1.0174011229755685e-15 0.010754962816891677 0.00024258212514123033 1
plan15 0.0001 31 1 2 1 0.075482473964627622 0.075482507837957832 0.075482473893769442 7.08581804342856e-11 5.0138985776988995e-05 0 1.2130163447632591e-15 0 3.3520952220479404e-17 0 0 0.075482473893769414 0.075482473893769456 4.163336342344337e-17 1.3877787807814457e-17 7.0858166556497792e-11 0 7 3.2741336636616141e-16 0.0095309620684231496 0.00017380326391064869 1
plan15 0.0001 32 12 2 1 0.012535155437584312 0.012534944763442432 0.012535155343776673 9.3807638740228683e-11 3.3988434411940828e-05 0 1.2102386402530772e-15 3.5179748816046086e-17 5.5667272736245329e-18 0 0 0.012535155343776843 0.012535155343776905 6.2450045135165055e-17 2.3245294578089215e-16 9.3807406287282902e-11 0 7 1.8736741704454433e-15 0.0082185043207218499 0.00021169188248712528 1
plan15 0.0001 33 12 2 1 0.056108074028636296 0.056108296117248373 0.056108074133811837 1.051755418868261e-10 3.2735464914581846e-05 0 2.4215749345786472e-15 0 2.4916990261585912e-17 0 0 0.056108074133811886 0.056108074133811824 6.2450045135165055e-17 1.3877787807814457e-17 1.0517552800903829e-10 0 7 8.4688886944209977e-16 0.0082945234157508953 0.00021638174897218451 1
plan15 0.0001 34 12 2 1 0.055635272239660458 0.055635455274616642 0.055635272305020023 6.535956498243678e-11 3.3464270801438948e-05 0 2.586295858678134e-15 0 2.4707024088703936e-17 0 0 0.055635272305020203 0.055635272305020224 2.0816681711721685e-17 2.0122792321330962e-16 6.5359766210359993e-11 0 7 3.7749510729135538e-16 0.0080324212145702137 0.00019981218446193442 1
plan15 0.0001 35 12 2 1 0.012277826398795823 0.012277631933892813 0.012277826321963394 7.6832429307671646e-11 3.2275568510645446e-05 0 1.3213863264693773e-15 3.4310363592083266e-17 5.4524502241174769e-18 0 0 0.012277826321963439 0.012277826321963416 2.2551405187698492e-17 2.2551405187698492e-17 7.6832406756266458e-11 0 7 5.23933817142669e-16 0.008109434182209635 0.00020452570074580009 1
