name,u,parameter,step,n,stop,analytic,estimated_error,finite_difference,difference
paper_highA,0.5,3,5.8095075817158435,128,InnerAccuracyLimited,-5.0896310171339358,0.000113824498,-5.0896228557949046,8.16133903e-06
paper_highA,0.5,3,5.8095075817158435,256,InnerAccuracyLimited,-5.0896310171339358,0.000113824498,nan,nan
paper_highA,0.5,3,1.7428522745147528,128,InnerAccuracyLimited,-5.0896310171339358,0.000113824498,-5.0896336663841959,2.64925026e-06
paper_highA,0.5,3,1.7428522745147528,256,InnerAccuracyLimited,-5.0896310171339358,0.000113824498,nan,nan
paper_highA,0.5,3,0.58095075817158437,128,InnerAccuracyLimited,-5.0896310171339358,0.000113824498,-5.089634625737169,3.60860323e-06
paper_highA,0.5,3,0.58095075817158437,256,InnerAccuracyLimited,-5.0896310171339358,0.000113824498,-5.0896346284079597,3.61127402e-06
paper_highA,0.5,4,0.0016869965260211354,128,InnerAccuracyLimited,31296.524483159919,2150.78541,31057.912529669098,238.611953
paper_highA,0.5,4,0.0016869965260211354,256,InnerAccuracyLimited,31296.524483159919,2150.78541,nan,nan
paper_highA,0.5,4,0.0005060989578063405,128,InnerAccuracyLimited,31296.524483159919,2150.78541,nan,nan
paper_highA,0.5,4,0.0005060989578063405,256,InnerAccuracyLimited,31296.524483159919,2150.78541,31057.938767351574,238.585716
paper_highA,0.5,4,0.00016869965260211354,128,InnerAccuracyLimited,31296.524483159919,2150.78541,31057.9410072506,238.583476
paper_highA,0.5,4,0.00016869965260211354,256,InnerAccuracyLimited,31296.524483159919,2150.78541,31057.940997567996,238.583486
