sample stage prepare_ms correction_ms screen_ms interval_ms finite screened certified
1 0 0.029173000000000001 0 0.014260999999999999 0 1 0 0
1 1 0.029173000000000001 0.012921999999999999 0.0079559999999999995 0 1 0 0
1 2 0.029173000000000001 0.019667 0.0074590000000000004 0 1 0 0
2 0 0.013303000000000001 0 0.0074380000000000002 0 1 0 0
2 1 0.013303000000000001 0.0067730000000000004 0.0074640000000000001 0 1 0 0
2 2 0.013303000000000001 0.013528999999999999 0.0073070000000000001 0 1 0 0
3 0 0.01128 0 0.0072129999999999998 0 1 0 0
3 1 0.01128 0.0067840000000000001 0.0072859999999999999 0 1 0 0
3 2 0.01128 0.013524999999999999 0.0071980000000000004 0 1 0 0
5 0 0.013857 0 0.0064070000000000004 0 1 0 0
5 1 0.013857 0.0067669999999999996 0.006215 0 1 0 0
5 2 0.013857 0.013524999999999999 0.0059659999999999999 0 1 0 0
6 0 0.010900999999999999 0 0.0061380000000000002 0 1 0 0
6 1 0.010900999999999999 0.006731 0.0059829999999999996 0 1 0 0
6 2 0.010900999999999999 0.013455 0.0062919999999999998 0 1 0 0
7 0 0.010156 0 0.0059589999999999999 0 1 0 0
7 1 0.010156 0.0067330000000000003 0.0073699999999999998 0 1 0 0
7 2 0.010156 0.013451000000000001 0.0059280000000000001 0 1 0 0
9 0 0.011395000000000001 0 0.0074580000000000002 0 1 0 0
9 1 0.011395000000000001 0.0067489999999999998 0.0073850000000000001 0 1 0 0
9 2 0.011395000000000001 0.013472 0.0073020000000000003 0 1 0 0
10 0 0.0097190000000000002 0 0.0072639999999999996 0 1 0 0
10 1 0.0097190000000000002 0.0067400000000000003 0.0073080000000000003 0 1 0 0
10 2 0.0097190000000000002 0.013497 0.0073099999999999997 0 1 0 0
11 0 0.0095650000000000006 0 0.0071650000000000004 0 1 0 0
11 1 0.0095650000000000006 0.01153 0.0072779999999999997 0 1 0 0
11 2 0.0095650000000000006 0.018308999999999999 0.0072430000000000003 0 1 0 0
13 0 0.012165 0 0.0021540000000000001 0 1 0 0
13 1 0.012165 0.0067419999999999997 0.0022109999999999999 0 1 0 0
13 2 0.012165 0.013486 0.0021029999999999998 0 1 0 0
