sample low_sweeps factor_ms split_ms refine2_ms refine4_ms finite0 finite2 finite4 physical0 physical2 physical4 classify_ms
1449 30 0.064163999999999999 0.043728000000000003 0.19047700000000001 0.17774899999999999 14 14 14 0 0 2 0.011294
1450 30 0.060675 0.040931000000000002 0.189521 0.184862 14 14 14 0 0 2 0.011272000000000001
1451 31 0.060714999999999998 0.035789000000000001 0.19026100000000001 0.18251300000000001 14 14 14 0 0 2 0.010943000000000001
1452 29 0.062451 0.046406000000000003 0.197076 0.18490699999999999 14 14 14 0 2 4 0.010024999999999999
1453 30 0.060865000000000002 0.045962999999999997 0.19441900000000001 0.18159700000000001 14 14 14 0 2 6 0.006711
1454 29 0.060893000000000003 0.044685000000000002 0.18999199999999999 0.18675 14 14 14 0 2 8 0.0075290000000000001
1455 29 0.063408999999999993 0.046351999999999997 0.18901699999999999 0.172901 14 14 14 0 4 4 0.010085
1456 30 0.066463999999999995 0.041896999999999997 0.20146900000000001 0.18754899999999999 14 14 14 0 0 2 0.011918999999999999
1457 30 0.061165999999999998 0.042493999999999997 0.19243299999999999 0.184362 14 14 14 0 0 2 0.011424
1458 30 0.062321000000000001 0.044891 0.19822799999999999 0.18537699999999999 14 14 14 0 0 2 0.012039000000000001
1459 31 0.059544 0.039534 0.186478 0.17555299999999999 14 14 14 0 0 2 0.011474999999999999
1460 29 0.062115999999999998 0.046177999999999997 0.199797 0.181279 14 14 14 0 3 6 0.13453299999999999
1461 27 0.061343000000000002 0.044843000000000001 0.19442400000000001 0.18137 14 14 14 0 3 6 0.22201699999999999
1462 27 0.062950999999999993 0.044816000000000002 0.19215199999999999 0.182919 14 14 14 0 4 6 0.113938
1463 29 0.063189999999999996 0.043188999999999998 0.19616600000000001 0.18445400000000001 14 14 14 0 5 6 0.113982
1464 31 0.062465 0.045280000000000001 0.19345499999999999 0.18862599999999999 14 14 14 0 0 2 0.019373000000000001
1465 31 0.058028000000000003 0.035723999999999999 0.18829000000000001 0.17838399999999999 14 14 14 0 0 2 0.011571999999999999
1466 33 0.064516000000000004 0.044413000000000001 0.19336800000000001 0.188363 14 14 14 0 0 2 0.011482000000000001
1467 31 0.062571000000000002 0.043965999999999998 0.18929799999999999 0.18137400000000001 14 14 14 0 0 2 0.011336000000000001
1468 30 0.062040999999999999 0.046435999999999998 0.19406200000000001 0.189106 14 14 14 0 0 2 0.011518
1469 30 0.061393000000000003 0.045095999999999997 0.189833 0.178061 14 14 14 0 0 2 0.010862
1470 30 0.062161000000000001 0.040828000000000003 0.19362599999999999 0.18362300000000001 14 14 14 0 0 2 0.011158
1471 31 0.060366999999999997 0.035603999999999997 0.190636 0.181612 14 14 14 0 0 2 0.011242000000000002
1472 29 0.062330999999999998 0.046224000000000001 0.19952700000000001 0.18260100000000001 14 14 14 0 2 4 0.010106
1473 30 0.060824999999999997 0.045158999999999998 0.192186 0.182532 14 14 14 0 2 6 0.0068570000000000002
1474 29 0.061136999999999997 0.044996000000000001 0.19076799999999999 0.177763 14 14 14 0 2 8 0.0073769999999999999
1475 29 0.059118999999999998 0.045758 0.18220700000000001 0.16705500000000001 14 14 14 0 4 4 0.0097439999999999992
1476 30 0.060468000000000001 0.040624 0.19920599999999999 0.187113 14 14 14 0 0 2 0.011793
1477 30 0.059072 0.042160999999999997 0.19777400000000001 0.189883 14 14 14 0 0 2 0.011526999999999999
1478 30 0.064878000000000005 0.048563000000000002 0.197549 0.190915 14 14 14 0 0 2 0.012109999999999999
1479 31 0.061720999999999998 0.040037999999999997 0.192583 0.179087 14 14 14 0 0 2 0.011852
1480 51 0.063533000000000006 0.039299000000000001 0.19023699999999999 0.17879200000000001 14 14 14 0 0 0 0.0072810000000000001
1481 94 0.067090999999999998 0.041334000000000003 0.18260199999999999 0.17798900000000001 14 14 14 0 0 0 0.0069560000000000004
1482 94 0.068428000000000003 0.040755 0.17710500000000001 0.17149500000000001 14 14 14 0 0 0 0.0067410000000000005
1483 94 0.087681999999999996 0.039118 0.178532 0.174066 14 14 14 0 0 0 0.0066639999999999998
1484 94 0.087368000000000001 0.042293999999999998 0.18459200000000001 0.175265 14 14 14 0 0 0 0.0072420000000000002
1485 94 0.070440000000000003 0.043206000000000001 0.17997199999999999 0.17896000000000001 14 14 14 0 0 0 0.0073179999999999999
1486 94 0.070121000000000003 0.039745999999999997 0.176402 0.16927900000000001 14 14 14 0 0 0 0.0073849999999999992
1487 51 0.062938999999999995 0.03848 0.179177 0.178342 14 14 14 0 0 0 0.0071990000000000005
1488 51 0.064305000000000001 0.034275 0.186196 0.177316 14 14 14 0 0 0 0.0068960000000000002
1489 94 0.093508999999999995 0.044457999999999998 0.17998900000000001 0.172296 14 14 14 0 0 0 0.0070289999999999997
1490 51 0.064930000000000002 0.043496 0.18767800000000001 0.17643600000000001 14 14 14 0 0 0 0.0069189999999999998
1491 94 0.069168999999999994 0.041155999999999998 0.184837 0.17712 14 14 14 0 0 0 0.0091789999999999997
1492 50 0.064727999999999994 0.044915999999999998 0.19001100000000001 0.17915 14 14 14 0 0 0 0.00726
1493 50 0.062973000000000001 0.043719000000000001 0.19166900000000001 0.17718600000000001 14 14 14 0 0 0 0.0072870000000000001
1494 94 0.064817 0.034192 0.188198 0.17640600000000001 14 14 14 0 0 0 0.0070089999999999996
1495 94 0.069223000000000007 0.042271999999999997 0.19119800000000001 0.17710799999999999 14 14 14 0 0 0 0.0073019999999999995
1496 51 0.061474000000000001 0.040894 0.185 0.17591000000000001 14 14 14 0 0 0 0.0076229999999999996
1497 94 0.067071000000000006 0.042351 0.182729 0.17149900000000001 14 14 14 0 0 0 0.048550000000000003
1498 51 0.062465 0.043253 0.18048800000000001 0.167543 14 14 14 0 0 0 0.0076839999999999999
1499 94 0.066754999999999995 0.042799999999999998 0.191581 0.174399 14 14 14 0 0 0 0.014992
1500 51 0.061942999999999998 0.038432000000000001 0.18512700000000001 0.17780799999999999 14 14 14 0 0 0 0.0070950000000000006
1501 94 0.069067000000000003 0.045388999999999999 0.187752 0.181258 14 14 14 0 0 0 0.0070260000000000001
1502 94 0.072635000000000005 0.041793999999999998 0.18215700000000001 0.18174000000000001 14 14 14 0 0 0 0.006879999999999999
1503 94 0.097428000000000001 0.03977 0.18084700000000001 0.166487 14 14 14 0 0 0 0.0067170000000000007
1504 94 0.088345999999999994 0.042480999999999998 0.18435299999999999 0.17605399999999999 14 14 14 0 0 0 0.0072020000000000001
1505 94 0.069357000000000002 0.044951999999999999 0.18493399999999999 0.17207500000000001 14 14 14 0 0 0 0.0071599999999999997
1506 94 0.066284999999999997 0.039336000000000003 0.18179600000000001 0.17146800000000001 14 14 14 0 0 0 0.0071179999999999993
1507 51 0.060946 0.038074999999999998 0.18621199999999999 0.172987 14 14 14 0 0 0 0.0072260000000000007
1508 51 0.061880999999999999 0.033111000000000002 0.18909300000000001 0.179727 14 14 14 0 0 0 0.0069519999999999998
1509 94 0.091296000000000002 0.043730999999999999 0.17849100000000001 0.17189699999999999 14 14 14 0 0 0 0.0072709999999999997
1510 51 0.065634999999999999 0.044943999999999998 0.18284400000000001 0.17938899999999999 14 14 14 0 0 0 0.0068249999999999995
1511 94 0.070984000000000005 0.041803 0.18359900000000001 0.17613400000000001 14 14 14 0 0 0 0.0070109999999999999
1512 50 0.066054000000000002 0.042521999999999997 0.18562200000000001 0.180091 14 14 14 0 0 0 0.0072930000000000009
1513 50 0.068064 0.043472999999999998 0.18196999999999999 0.178648 14 14 14 0 0 0 0.0071050000000000002
1514 94 0.069331000000000004 0.034429000000000001 0.184056 0.17880799999999999 14 14 14 0 0 0 0.0069620000000000003
1515 94 0.071537000000000003 0.041995999999999999 0.18451400000000001 0.173681 14 14 14 0 0 0 0.0071760000000000001
1516 51 0.063968999999999998 0.043638999999999997 0.187945 0.17703099999999999 14 14 14 0 0 0 0.0097390000000000011
1517 94 0.064697000000000005 0.041947999999999999 0.183811 0.173545 14 14 14 0 0 0 0.048888000000000001
1518 51 0.064088000000000006 0.041539 0.179507 0.1721 14 14 14 0 0 0 0.0076909999999999999
1519 94 0.068600999999999995 0.042037999999999999 0.180866 0.17116600000000001 14 14 14 0 0 0 0.015176
1520 89 0.18978200000000001 0.047358999999999998 0.17619000000000001 0.15493000000000001 14 14 14 6 6 10 0.94125100000000006
1521 89 0.17580299999999999 0.044403999999999999 0.18662899999999999 0.161768 14 14 14 6 6 10 1.0069840000000001
1522 89 0.18437899999999999 0.041887000000000001 0.175459 0.16598499999999999 14 14 14 6 6 9 1.2080039999999999
1523 89 0.18252399999999999 0.041089000000000001 0.17085400000000001 0.162491 14 14 14 6 6 10 0.76387099999999997
1524 40 0.059844000000000001 0.042758999999999998 0.195158 0.18196899999999999 14 14 14 0 0 0 0.0077720000000000003
1525 40 0.059859999999999997 0.037864000000000002 0.18726499999999999 0.182281 14 14 14 0 0 0 0.0074879999999999999
1526 40 0.061322000000000002 0.041392999999999999 0.17658299999999999 0.171039 14 14 14 0 0 0 0.0075560000000000002
1527 40 0.062329000000000002 0.041503999999999999 0.181282 0.179011 14 14 14 0 0 0 0.0076879999999999995
1528 40 0.061988000000000001 0.039078000000000002 0.180002 0.17505999999999999 14 14 14 0 0 0 0.0076489999999999995
1529 40 0.064813999999999997 0.044334999999999999 0.18900900000000001 0.17927499999999999 14 14 14 0 0 0 0.0078279999999999999
1530 40 0.061893999999999998 0.038012999999999998 0.194358 0.17916099999999999 14 14 14 0 0 0 0.0076629999999999997
1531 40 0.062665999999999999 0.042969 0.18670100000000001 0.17335999999999999 14 14 14 0 0 0 0.0073990000000000002
1532 48 0.063181000000000001 0.046690000000000002 0.18695899999999999 0.17358599999999999 14 14 14 2 2 2 0.004607
1533 43 0.061232000000000002 0.043603999999999997 0.176622 0.167573 14 14 14 2 2 2 0.0045509999999999995
1534 44 0.060573000000000002 0.045687999999999999 0.17905199999999999 0.16970499999999999 14 14 14 2 2 2 0.0045890000000000002
1535 46 0.061539000000000003 0.043337000000000001 0.174485 0.168126 14 14 14 2 2 2 0.0045580000000000004
1536 40 0.060427000000000002 0.045224 0.19334499999999999 0.18055099999999999 14 14 14 0 0 0 0.0079649999999999999
1537 40 0.063250000000000001 0.041499000000000001 0.19170499999999999 0.17563899999999999 14 14 14 0 0 0 0.0074830000000000001
1538 40 0.061745000000000001 0.040757000000000002 0.187469 0.17607600000000001 14 14 14 0 0 0 0.0072919999999999999
1539 40 0.063283000000000006 0.043276000000000002 0.193719 0.18044499999999999 14 14 14 0 0 0 0.0073489999999999996
1540 89 0.191882 0.044139999999999999 0.17632700000000001 0.153114 14 14 14 6 6 10 0.9399050000000001
1541 89 0.18184700000000001 0.044073000000000001 0.178511 0.166576 14 14 14 6 6 10 1.0080309999999999
1542 89 0.17847199999999999 0.041544999999999999 0.17326 0.164522 14 14 14 6 6 9 1.2157549999999999
1543 89 0.18051 0.041237999999999997 0.17493400000000001 0.164435 14 14 14 6 6 10 0.76137199999999994
1544 40 0.059213000000000002 0.04265 0.19660900000000001 0.187551 14 14 14 0 0 0 0.0078700000000000003
1545 40 0.065810999999999995 0.040772999999999997 0.19245899999999999 0.184529 14 14 14 0 0 0 0.0078279999999999999
1546 40 0.064381999999999995 0.042368000000000003 0.188578 0.17715600000000001 14 14 14 0 0 0 0.0076410000000000002
1547 40 0.060929999999999998 0.042502999999999999 0.18344199999999999 0.172122 14 14 14 0 0 0 0.007502
1548 40 0.060406000000000001 0.039456999999999999 0.18585599999999999 0.16983000000000001 14 14 14 0 0 0 0.007222000000000001
1549 40 0.060131999999999998 0.043990000000000001 0.18806200000000001 0.176541 14 14 14 0 0 0 0.007234
1550 40 0.057049999999999997 0.037531000000000002 0.190611 0.17676500000000001 14 14 14 0 0 0 0.0072849999999999998
1551 40 0.062779000000000001 0.043711 0.18443699999999999 0.173231 14 14 14 0 0 0 0.0073080000000000003
1552 48 0.062563999999999995 0.046295999999999997 0.19020899999999999 0.17438200000000001 14 14 14 2 2 2 0.0045729999999999998
1553 43 0.064299999999999996 0.044220000000000002 0.17497199999999999 0.169067 14 14 14 2 2 2 0.0047009999999999994
1554 44 0.062174 0.045358999999999997 0.179424 0.16803899999999999 14 14 14 2 2 2 0.0045889999999999993
1555 46 0.063487000000000002 0.042978000000000002 0.17330000000000001 0.17167299999999999 14 14 14 2 2 2 0.004731
1556 40 0.064461000000000004 0.045901999999999998 0.19983200000000001 0.18304400000000001 14 14 14 0 0 0 0.007977999999999999
1557 40 0.062660999999999994 0.042311000000000001 0.188058 0.177976 14 14 14 0 0 0 0.0072419999999999993
1558 40 0.061530000000000001 0.039764000000000001 0.19032399999999999 0.17963100000000001 14 14 14 0 0 0 0.0073080000000000003
1559 40 0.061949999999999998 0.043064999999999999 0.19087000000000001 0.18071400000000001 14 14 14 0 0 0 0.0075069999999999998
1560 94 0.074536000000000005 0.035804000000000002 0.18785099999999999 0.17602699999999999 14 14 14 2 2 2 0.01073
1561 94 0.068085000000000007 0.040964 0.176619 0.17391799999999999 14 14 14 2 2 2 0.010182999999999999
1562 94 0.087589 0.034152000000000002 0.18145600000000001 0.174319 14 14 14 2 2 2 0.017717
1563 94 0.068830000000000002 0.042717999999999999 0.18380299999999999 0.181557 14 14 14 2 2 2 0.010688
1564 94 0.069158999999999998 0.044191000000000001 0.19159100000000001 0.18145800000000001 14 14 14 2 2 2 0.010880000000000001
1565 94 0.069393999999999997 0.040944000000000001 0.18759999999999999 0.18205199999999999 14 14 14 2 2 2 0.010352999999999999
1566 94 0.072187000000000001 0.043472999999999998 0.18872 0.17765500000000001 14 14 14 2 2 2 0.010434000000000001
1567 94 0.081795000000000007 0.036975000000000001 0.18371999999999999 0.181674 14 14 14 2 2 2 0.010421
1568 94 0.067420999999999995 0.039785000000000001 0.18638199999999999 0.17580299999999999 14 14 14 2 2 2 0.010384000000000001
1569 94 0.123264 0.039247999999999998 0.18269299999999999 0.176316 14 14 14 2 2 2 0.010087
1570 94 0.067972000000000005 0.042250999999999997 0.174981 0.17194999999999999 14 14 14 2 2 2 0.0099270000000000001
1571 94 0.068862999999999994 0.034251999999999998 0.18496299999999999 0.174898 14 14 14 2 2 2 0.010378999999999999
1572 94 0.112681 0.043165000000000002 0.18551599999999999 0.17874300000000001 14 14 14 2 2 2 0.010081
1573 94 0.085033999999999998 0.042552 0.19095899999999999 0.18099899999999999 14 14 14 2 2 2 0.013351999999999999
1574 94 0.070653999999999995 0.040257000000000001 0.18501000000000001 0.17869599999999999 14 14 14 2 2 2 0.010290000000000001
1575 94 0.074079000000000006 0.034573 0.181617 0.178036 14 14 14 2 2 2 0.010043
1576 94 0.070586999999999997 0.041008000000000003 0.186612 0.17974000000000001 14 14 14 2 2 2 0.010088
1577 94 0.07034 0.041463 0.18689800000000001 0.17798800000000001 14 14 14 2 2 2 0.0097539999999999988
1578 94 0.069595000000000004 0.041571999999999998 0.18707199999999999 0.18453700000000001 14 14 14 2 2 2 0.010255
1579 94 0.12418700000000001 0.041584999999999997 0.18589700000000001 0.17810500000000001 14 14 14 2 2 2 0.010121999999999999
1580 94 0.067723000000000005 0.033957000000000001 0.18494099999999999 0.17718400000000001 14 14 14 2 2 2 0.010603
1581 94 0.067910999999999999 0.040347000000000001 0.181588 0.172958 14 14 14 2 2 2 0.010229
1582 94 0.085538000000000003 0.034294999999999999 0.19269700000000001 0.180588 14 14 14 2 2 2 0.01771
1583 94 0.070376999999999995 0.043402000000000003 0.18662200000000001 0.17924300000000001 14 14 14 2 2 2 0.010458
1584 94 0.071989999999999998 0.043104999999999997 0.18721199999999999 0.180367 14 14 14 2 2 2 0.010363000000000001
1585 94 0.070730000000000001 0.041170999999999999 0.18277499999999999 0.173981 14 14 14 2 2 2 0.010097
1586 94 0.067428000000000002 0.042492000000000002 0.190029 0.175901 14 14 14 2 2 2 0.010301000000000001
1587 94 0.079591999999999996 0.038573999999999997 0.18892200000000001 0.17978 14 14 14 2 2 2 0.010285000000000001
1588 94 0.066020999999999996 0.037227999999999997 0.18699399999999999 0.17627300000000001 14 14 14 2 2 2 0.010273000000000001
1589 94 0.12318 0.039107000000000003 0.18204799999999999 0.17571200000000001 14 14 14 2 2 2 0.010316000000000001
1590 94 0.073546 0.042612999999999998 0.17636599999999999 0.17491799999999999 14 14 14 2 2 2 0.010463999999999999
1591 94 0.071627999999999997 0.034469 0.182974 0.17252300000000001 14 14 14 2 2 2 0.010197000000000001
1592 94 0.112528 0.043933 0.18765999999999999 0.180649 14 14 14 2 2 2 0.0098490000000000001
1593 94 0.084529000000000007 0.043470000000000002 0.188885 0.18132499999999999 14 14 14 2 2 2 0.010369
1594 94 0.072081000000000006 0.041413999999999999 0.190277 0.178704 14 14 14 2 2 2 0.010333
1595 94 0.069958999999999993 0.033036000000000003 0.18384800000000001 0.178593 14 14 14 2 2 2 0.010170999999999999
1596 94 0.068136000000000002 0.040953999999999997 0.183673 0.17927000000000001 14 14 14 2 2 2 0.010174000000000001
1597 94 0.067965999999999999 0.042068000000000001 0.18501500000000001 0.17454600000000001 14 14 14 2 2 2 0.0096380000000000007
1598 94 0.069206000000000004 0.041602 0.18762100000000001 0.18002299999999999 14 14 14 2 2 2 0.010182999999999999
1599 94 0.125779 0.042328999999999999 0.19003300000000001 0.180256 14 14 14 2 2 2 0.010189
1600 61 0.064625000000000002 0.043264999999999998 0.18754299999999999 0.174512 14 14 14 0 5 6 0.014883
1601 60 0.065395999999999996 0.043187999999999997 0.190718 0.17444499999999999 14 14 14 0 5 5 0.11242099999999999
1602 61 0.062632999999999994 0.041044999999999998 0.185839 0.176508 14 14 14 0 4 5 0.082660999999999998
1603 60 0.061828000000000001 0.04283 0.18271299999999999 0.17071800000000001 14 14 14 0 4 4 0.01069
1604 58 0.061434999999999997 0.044052000000000001 0.18470900000000001 0.177039 14 14 14 0 3 5 0.016691000000000001
1605 57 0.063057000000000002 0.044444999999999998 0.19251799999999999 0.180896 14 14 14 0 2 5 0.014343999999999999
1606 57 0.062544000000000002 0.043646999999999998 0.19064900000000001 0.180614 14 14 14 0 2 5 0.015896999999999998
1607 57 0.063396999999999995 0.040207 0.18360299999999999 0.175735 14 14 14 0 3 4 0.01132
1608 49 0.066120999999999999 0.043735000000000003 0.19866300000000001 0.18221300000000001 14 14 14 0 1 2 0.014710000000000001
1609 49 0.065418000000000004 0.042904999999999999 0.19036500000000001 0.18254100000000001 14 14 14 0 1 3 0.011987999999999999
1610 50 0.065612000000000004 0.042099999999999999 0.194575 0.182003 14 14 14 0 1 5 0.016808999999999998
1611 50 0.064379000000000006 0.043660999999999998 0.18870200000000001 0.174154 14 14 14 0 1 5 0.019826
1612 53 0.062975000000000003 0.044768000000000002 0.196128 0.182311 14 14 14 0 2 2 0.011975999999999999
1613 52 0.066350999999999993 0.045421999999999997 0.196964 0.186004 14 14 14 0 2 2 0.016393999999999999
1614 51 0.064394000000000007 0.039510000000000003 0.18856899999999999 0.17448 14 14 14 0 2 2 0.016641
1615 50 0.061377000000000001 0.042963000000000001 0.18808 0.178727 14 14 14 0 2 3 0.016511000000000001
1616 60 0.066494999999999999 0.041827000000000003 0.18911500000000001 0.178455 14 14 14 0 2 3 0.016175999999999999
1617 60 0.063532000000000005 0.039564000000000002 0.18380299999999999 0.18182899999999999 14 14 14 0 2 3 0.01617
1618 60 0.066237000000000004 0.034969 0.18271699999999999 0.177033 14 14 14 0 2 3 0.016889999999999999
1619 59 0.06336 0.044555999999999998 0.18325 0.18024799999999999 14 14 14 0 2 3 0.016708999999999998
1620 61 0.061799 0.041501000000000003 0.18520200000000001 0.17305000000000001 14 14 14 0 5 6 0.014922
1621 60 0.063413999999999998 0.042743999999999997 0.186806 0.18182699999999999 14 14 14 0 5 5 0.114702
1622 61 0.066304000000000002 0.043423000000000003 0.194656 0.180149 14 14 14 0 4 5 0.084745999999999988
1623 60 0.064714999999999995 0.044191000000000001 0.18926000000000001 0.171875 14 14 14 0 4 4 0.011098
1624 58 0.061643999999999997 0.044685999999999997 0.18539600000000001 0.17476800000000001 14 14 14 0 3 5 0.016458
1625 57 0.066720000000000002 0.042497 0.18915399999999999 0.18045600000000001 14 14 14 0 2 5 0.014251
1626 57 0.063813999999999996 0.043188999999999998 0.183532 0.17693900000000001 14 14 14 0 2 5 0.015948
1627 57 0.065767000000000006 0.041024999999999999 0.18371000000000001 0.173765 14 14 14 0 3 4 0.011494999999999998
1628 49 0.061242999999999999 0.044086 0.194215 0.18285999999999999 14 14 14 0 1 2 0.01469
1629 49 0.059614 0.042511 0.19412499999999999 0.18273800000000001 14 14 14 0 1 3 0.012021999999999998
1630 50 0.063111 0.041709999999999997 0.19273299999999999 0.186526 14 14 14 0 1 5 0.016895
1631 50 0.063808000000000004 0.042360000000000002 0.18364800000000001 0.17505599999999999 14 14 14 0 1 5 0.019803999999999999
1632 53 0.063598000000000002 0.042576000000000003 0.189306 0.18343000000000001 14 14 14 0 2 2 0.011913
1633 52 0.068374000000000004 0.043735000000000003 0.191885 0.185445 14 14 14 0 2 2 0.016594000000000001
1634 51 0.065547999999999995 0.040301999999999998 0.191723 0.177316 14 14 14 0 2 2 0.016862000000000002
1635 50 0.062618999999999994 0.042816 0.19056899999999999 0.181034 14 14 14 0 2 3 0.016625000000000001
1636 60 0.067790000000000003 0.041549999999999997 0.195661 0.18160599999999999 14 14 14 0 2 3 0.016542000000000001
1637 60 0.064801999999999998 0.039196000000000002 0.18484300000000001 0.17655499999999999 14 14 14 0 2 3 0.016566000000000001
1638 60 0.066525000000000001 0.035233 0.187248 0.17550099999999999 14 14 14 0 2 3 0.016987000000000002
1639 59 0.064272999999999997 0.045189 0.187719 0.17740800000000001 14 14 14 0 2 3 0.016057999999999999
1640 38 0.061567999999999998 0.052010000000000001 0.188916 0.176673 14 14 14 0 1 1 0.053206000000000003
1641 38 0.061723 0.044226000000000001 0.17747399999999999 0.17296700000000001 14 14 14 0 1 1 0.012191
1642 38 0.063523999999999997 0.042952999999999998 0.17862700000000001 0.16867599999999999 14 14 14 0 1 1 0.011795
1643 38 0.059311999999999997 0.041925999999999998 0.17607100000000001 0.16886999999999999 14 14 14 0 1 1 0.011443999999999999
1644 87 0.168348 0.046224000000000001 0.190243 0.18657799999999999 14 14 14 5 7 7 0.63042799999999999
1645 87 0.17281299999999999 0.044572000000000001 0.18703700000000001 0.17555499999999999 14 14 14 5 7 7 0.670122
1646 87 0.17056399999999999 0.045016 0.18834300000000001 0.17518300000000001 14 14 14 5 7 7 0.62411800000000006
1647 87 0.16641600000000001 0.045429999999999998 0.18395800000000001 0.17443900000000001 14 14 14 5 7 7 0.50465499999999996
1648 89 0.10055699999999999 0.042566 0.18423600000000001 0.171934 14 14 14 0 2 2 0.35905700000000002
1649 89 0.100119 0.042906 0.179641 0.17155100000000001 14 14 14 0 2 2 0.65925
1650 89 0.097530000000000006 0.043104999999999997 0.18079899999999999 0.16922899999999999 14 14 14 0 2 2 0.61705600000000005
1651 88 0.097479999999999997 0.04299 0.18237600000000001 0.17676700000000001 14 14 14 0 2 2 0.44825899999999996
1652 36 0.060817000000000003 0.045541999999999999 0.18789700000000001 0.17538500000000001 14 14 14 0 0 0 0.0085649999999999997
1653 36 0.059859000000000002 0.042771999999999998 0.17913499999999999 0.175702 14 14 14 0 0 0 0.0079840000000000015
1654 36 0.059126999999999999 0.042886000000000001 0.18040700000000001 0.169602 14 14 14 0 0 0 0.0079419999999999994
1655 36 0.058353000000000002 0.041360000000000001 0.181813 0.174592 14 14 14 0 0 0 0.0081960000000000002
1656 39 0.060995000000000001 0.043400000000000001 0.18221899999999999 0.17533299999999999 14 14 14 0 0 1 0.0074680000000000007
1657 39 0.059579 0.041988999999999999 0.179643 0.17394499999999999 14 14 14 0 0 0 0.0079140000000000009
1658 39 0.058463000000000001 0.041114999999999999 0.17485100000000001 0.17371300000000001 14 14 14 0 0 0 0.0079979999999999999
1659 43 0.060573000000000002 0.042583999999999997 0.17766799999999999 0.17070099999999999 14 14 14 0 0 0 0.007816
1660 38 0.059945999999999999 0.042675999999999999 0.18354699999999999 0.17982600000000001 14 14 14 0 1 1 0.054073000000000003
1661 38 0.064544000000000004 0.042823 0.185338 0.177589 14 14 14 0 1 1 0.012215
1662 38 0.064047000000000007 0.043156 0.18155299999999999 0.17466999999999999 14 14 14 0 1 1 0.012122000000000001
1663 38 0.064269999999999994 0.042292000000000003 0.18761900000000001 0.17343900000000001 14 14 14 0 1 1 0.011603
1664 87 0.170628 0.046026999999999998 0.18893399999999999 0.177672 14 14 14 5 7 7 0.62340000000000007
1665 87 0.16875699999999999 0.043948000000000001 0.18213699999999999 0.17478399999999999 14 14 14 5 7 7 0.66668300000000003
1666 87 0.17682600000000001 0.044012999999999997 0.186029 0.17568400000000001 14 14 14 5 7 7 0.626359
1667 87 0.169543 0.043181999999999998 0.18548200000000001 0.17954999999999999 14 14 14 5 7 7 0.50427900000000003
1668 89 0.099117999999999998 0.043396999999999998 0.184618 0.171931 14 14 14 0 2 2 0.36099599999999998
1669 89 0.099288000000000001 0.043403999999999998 0.17909800000000001 0.17061899999999999 14 14 14 0 2 2 0.65239899999999995
1670 89 0.094534000000000007 0.043021999999999998 0.18212300000000001 0.16892799999999999 14 14 14 0 2 2 0.61321300000000001
1671 88 0.094534999999999994 0.042265999999999998 0.18246000000000001 0.17176900000000001 14 14 14 0 2 2 0.45009100000000002
1672 36 0.060718000000000001 0.045717000000000001 0.188637 0.17494599999999999 14 14 14 0 0 0 0.0084250000000000002
1673 36 0.065758999999999998 0.042939999999999999 0.175904 0.16928699999999999 14 14 14 0 0 0 0.0078510000000000003
1674 36 0.058897999999999999 0.042375000000000003 0.180977 0.170735 14 14 14 0 0 0 0.0080479999999999996
1675 36 0.068610000000000004 0.042821999999999999 0.18668999999999999 0.17716599999999999 14 14 14 0 0 0 0.0083860000000000011
1676 39 0.064520999999999995 0.044311999999999997 0.186833 0.180418 14 14 14 0 0 1 0.0075049999999999995
1677 39 0.065167000000000003 0.043775000000000001 0.18262 0.172872 14 14 14 0 0 0 0.007953
1678 39 0.058238999999999999 0.040946000000000003 0.17482800000000001 0.17709 14 14 14 0 0 0 0.0080199999999999994
1679 43 0.059528999999999999 0.042492000000000002 0.17752000000000001 0.16980899999999999 14 14 14 0 0 0 0.0076560000000000005
1680 88 0.101117 0.045046999999999997 0.19092799999999999 0.17038500000000001 14 14 14 8 8 8 0.63229899999999994
1681 88 0.099220000000000003 0.042437000000000002 0.17537800000000001 0.166159 14 14 14 8 8 8 0.39479500000000001
1682 88 0.103188 0.045017000000000001 0.180696 0.165071 14 14 14 8 8 8 0.58279300000000001
1683 88 0.101414 0.042397999999999998 0.18013399999999999 0.17122699999999999 14 14 14 8 8 8 0.65961400000000003
1684 87 0.084894999999999998 0.046249999999999999 0.18804299999999999 0.17390900000000001 14 14 14 0 0 2 0.499249
1685 87 0.083585999999999994 0.044331000000000002 0.181644 0.168763 14 14 14 0 0 2 0.59995100000000001
1686 87 0.076189999999999994 0.045567999999999997 0.18703800000000001 0.17105400000000001 14 14 14 0 0 2 0.53836899999999999
1687 87 0.076658000000000004 0.043892 0.18123800000000001 0.17324800000000001 14 14 14 0 0 2 0.57591499999999995
1688 43 0.060969000000000002 0.044097999999999998 0.18748899999999999 0.17446300000000001 14 14 14 0 0 1 0.0077720000000000003
1689 93 0.069474999999999995 0.042027000000000002 0.17940500000000001 0.16636699999999999 14 14 14 0 0 1 0.0075329999999999998
1690 93 0.067000000000000004 0.042057999999999998 0.18174399999999999 0.175286 14 14 14 0 0 1 0.007685
1691 43 0.062686000000000006 0.041216999999999997 0.18117 0.173989 14 14 14 0 0 1 0.0076290000000000004
1692 45 0.065875000000000003 0.043777999999999997 0.189495 0.18002399999999999 14 14 14 0 1 2 0.012705999999999999
