sample	stage	finite	max_scaled_root_error	nearest_assignment_duplicates	positive_real_candidate_count_delta
25	0	True	0.0008392780681937302	2	0
25	2	True	0.0019657486675335265	3	0
25	4	True	0.002272041262648949	3	0
26	0	True	0.0008406106286355209	2	0
26	2	True	0.002013185967302269	3	0
26	4	True	0.0023578079850940367	3	0
27	0	True	0.0008417816603027891	0	0
27	2	True	0.0020533912455736433	3	0
27	4	True	0.0024438044810740174	3	0
28	0	True	8.510471636434488	10	-4
28	2	True	7.159596708052591	10	-4
28	4	True	6.010027677321172	10	-4
29	0	True	8.513401280299037	10	-4
29	2	True	7.162090940961369	10	-4
29	4	True	6.012147428098249	10	-4
30	0	True	8.51675268525413	10	-4
30	2	True	7.164944261792866	10	-4
30	4	True	6.014572362899555	10	-4
31	0	True	8.520107552547366	10	-4
31	2	True	7.167800541086671	10	-4
31	4	True	6.016999821896941	10	-4
32	0	True	0.011190554652010385	5	-8
32	2	True	0.007319776371136049	5	-8
32	4	True	0.009507038787074	5	-8
33	0	True	0.011354588781245315	5	-8
33	2	True	0.007497517230576652	5	-8
33	4	True	0.009723124959288275	5	-8
34	0	True	0.011566074774015675	5	-8
34	2	True	0.007730133254630734	5	-8
34	4	True	0.009997079120710746	5	-8
35	0	True	0.011813588206048357	5	-8
35	2	True	0.008006796775221562	5	-8
35	4	True	0.010311614103905489	5	-8
36	0	True	9.807508634691112	10	-4
36	2	True	8.264733179282183	10	-4
36	4	True	6.950018809971863	10	-4
37	0	True	9.811727209110341	10	-4
37	2	True	8.2683311279951	10	-4
37	4	True	6.953082487912862	10	-4
38	0	True	9.816555670408347	10	-4
38	2	True	8.27244922422934	10	-4
38	4	True	6.95658906107004	10	-4
39	0	True	9.821391748663556	10	-4
39	2	True	8.276573804405803	10	-4
39	4	True	6.960101143225801	10	-4
40	0	True	0.007450008676572511	6	-6
40	2	True	0.0018767670792550009	6	-6
40	4	True	0.0015713616286499108	6	-6
41	0	True	0.00745000012940766	6	-6
41	2	True	0.0018767649759455559	6	-6
41	4	True	0.0015713762113528334	6	-6
42	0	True	0.007449990361261751	6	-6
42	2	True	0.0018767625721751243	6	-6
42	4	True	0.0015713928593481656	6	-6
43	0	True	0.007449980593161172	6	-6
43	2	True	0.0018767601684172668	6	-6
43	4	True	0.0015714094882034076	6	-6
44	0	True	0.00011102244177446709	5	-6
44	2	True	5.9135361725184876e-05	5	-6
44	4	True	5.408202877137556e-05	5	-6
45	0	True	0.00011102231640406542	5	-6
45	2	True	5.88464547216471e-05	5	-6
45	4	True	5.3993730911413136e-05	5	-6
46	0	True	0.00011102217312418961	5	-6
46	2	True	5.852338276786709e-05	5	-6
46	4	True	5.3896837374643374e-05	5	-6
47	0	True	0.00011102202984492931	5	-6
47	2	True	5.83007888340848e-05	5	-6
47	4	True	5.380394734005178e-05	5	-6
48	0	True	0.010429517343273466	6	-6
48	2	True	0.002777163288971581	6	-6
48	4	True	0.002382502097652773	6	-6
49	0	True	0.010429505400356122	6	-8
49	2	True	0.0027771726757793045	6	-8
49	4	True	0.0023825180474333157	6	-8
50	0	True	0.010429491751366905	6	-8
50	2	True	0.0027771833635836735	6	-8
50	4	True	0.0023825362304854855	6	-8
51	0	True	0.010429478102440808	6	-8
51	2	True	0.0027771940087542124	6	-8
51	4	True	0.0023825543652587077	6	-8
52	0	True	0.0006715006579350339	5	-8
52	2	True	0.0002012756138038326	5	-8
52	4	True	0.00012050440603089277	4	-8
53	0	True	0.0006714998977736231	5	-8
53	2	True	0.00020215332477010198	5	-8
53	4	True	0.00012141233945418131	4	-8
54	0	True	0.0006714990290213139	5	-8
54	2	True	0.00020321991696766443	5	-8
54	4	True	0.00012251606825989102	4	-8
55	0	True	0.0006714981602728327	5	-8
55	2	True	0.00020436838830154857	5	-8
55	4	True	0.00012370509889728115	4	-8
56	0	True	0.00962071267701025	7	-4
56	2	True	0.002497632090532441	7	-4
56	4	True	0.0021643632323282347	7	-4
57	0	True	0.009620701664126298	7	-4
57	2	True	0.0024976357434115036	7	-4
57	4	True	0.002164371826390441	7	-4
