# V2 adaptive trajectory benchmark; value-only; radial-only topology prebuilt; full-cold D14/topology per epoch; full-warm L2 D14 warm seed; repeats median; n_r=adaptive
case_id configuration_id profile d_bin_index epoch_index trajectory_id trajectory_pos target s q rho x y time u X reference topology_status topology_cells topology_events cold_ms warm_ms radial_ms cold_topology_ms warm_topology_ms radial_topology_ms cold_adaptive_ms warm_adaptive_ms radial_adaptive_ms cold_setup_ms warm_setup_ms radial_setup_ms cold_physical_ms warm_physical_ms radial_physical_ms cold_estimator_ms warm_estimator_ms radial_estimator_ms cold_scheduler_ms warm_scheduler_ms radial_scheduler_ms cold_mu warm_mu radial_mu cold_error warm_error radial_error cold_value_converged warm_value_converged radial_value_converged cold_stop warm_stop radial_stop cold_status warm_status radial_status cold_nodes warm_nodes radial_nodes cold_evaluations warm_evaluations radial_evaluations cold_panels warm_panels radial_panels cold_splits warm_splits radial_splits warm_l1 warm_l2 warm_l3 warm_rescreen_fail warm_seed_used
0 0 linear 0 0 0 0 0.001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1409565850100225 0.5 -1.0576909932376057 7.037894869661673 OK 13 12 49.549587000000002 49.564590000000003 0.28271000000000002 49.261851 49.277464000000002 0 0.28773600000000243 0.28712600000000066 0.28271000000000002 0.012695 0.012603 0.011459 0.24102300000000004 0.241345 0.24220600000000006 0.0063039999999999997 0.006757 0.005352 0.0011950000000000001 0.0011409999999999999 0.00093199999999999999 7.0379226907888537 7.0379226907888537 7.0379226907888537 0.0069709170379530739 0.0069709170379530739 0.0069709170379530739 1 1 1 Converged Converged Converged OK OK OK 67 67 67 67 67 67 5 5 5 0 0 0 0 0 1 0 0
0 0 linear 0 7 0 1 0.001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1409776049087674 0.5 -1.0577120131363507 7.1651902970737442 OK 13 12 49.598984000000002 49.424154000000001 0.272059 49.245525999999998 49.048631999999998 0 0.35345800000000338 0.37552200000000369 0.272059 0.011866 0.011724 0.011055000000000001 0.30707499999999999 0.32852199999999987 0.23549999999999996 0.0067060000000000002 0.0065369999999999994 0.0064069999999999995 0.0019170000000000001 0.002189 0.0013450000000000001 7.165175685042759 7.165175685042759 7.165175685042759 0.0042243841136257289 0.0042243841136257289 0.0042243841136257289 1 1 1 Converged Converged Converged OK OK OK 83 83 83 83 83 83 5 5 5 0 0 0 0 1 0 0 1
0 0 linear 0 15 0 2 0.001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1410016276501904 0.5 -1.0577360358777737 7.2540663721087535 OK 13 12 49.806865000000002 50.065863999999998 0.28434199999999998 49.415222 49.707639 0 0.39164300000000196 0.35822499999999735 0.28434199999999998 0.011785 0.011698 0.0093329999999999993 0.34435599999999977 0.31489400000000001 0.25047799999999998 0.0072720000000000007 0.0071600000000000014 0.0047239999999999999 0.0022960000000000003 0.0014920000000000001 0.0012180000000000001 7.2540425509600803 7.2540425509600803 7.2540425509600803 0.0047351340955986915 0.0047351340955986915 0.0047351340955986915 1 1 1 Converged Converged Converged OK OK OK 91 91 91 91 91 91 5 5 5 0 0 0 0 1 0 0 1
0 0 linear 0 23 0 3 0.001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1410256503916132 0.5 -1.0577600586191964 7.2792531935334868 OK 13 12 49.887197 49.715361999999999 0.29016199999999998 49.484687999999998 49.286312000000002 0 0.402509000000002 0.4290499999999966 0.29016199999999998 0.011742000000000001 0.011696 0.0090740000000000005 0.35321900000000001 0.38243599999999994 0.25819200000000014 0.0094059999999999994 0.0087850000000000011 0.004457 0.0025040000000000001 0.0025509999999999999 0.0010940000000000001 7.2793514851610421 7.2793514851610421 7.2793514851610421 0.0045131773167344539 0.0045131773167344539 0.0045131773167344539 1 1 1 Converged Converged Converged OK OK OK 91 91 91 91 91 91 5 5 5 0 0 0 0 1 0 0 1
0 0 linear 0 0 0 0 0.0001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1409565850100225 0.5 -1.0576909932376057 7.037894869661673 OK 13 12 49.655451999999997 49.691262000000002 0.351989 49.215218 49.251806999999999 0 0.44023399999999668 0.43945500000000237 0.351989 0.012956000000000001 0.013062000000000001 0.011492 0.37210100000000002 0.37257100000000015 0.29970799999999981 0.011183 0.010853 0.0066819999999999996 0.0018119999999999998 0.0021329999999999999 0.001415 7.037916549943767 7.037916549943767 7.037916549943767 0.00061097229468194637 0.00061097229468194637 0.00061097229468194637 1 1 1 Converged Converged Converged OK OK OK 107 107 107 107 107 107 5 5 5 0 0 0 0 0 1 0 0
0 0 linear 0 7 0 1 0.0001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1409776049087674 0.5 -1.0577120131363507 7.1651902970737442 OK 13 12 49.661399000000003 49.615706000000003 0.36868600000000001 49.153908000000001 49.072085999999999 0 0.50749100000000169 0.54362000000000421 0.36868600000000001 0.011818 0.01163 0.0093690000000000006 0.44526599999999977 0.47768500000000008 0.32522200000000001 0.010299000000000001 0.01031 0.0069550000000000002 0.0026710000000000002 0.002421 0.0014069999999999998 7.1651536136369565 7.1651536136369565 7.1651536136369565 0.00032612592464723554 0.00032612592464723554 0.00032612592464723554 1 1 1 Converged Converged Converged OK OK OK 123 123 123 123 123 123 5 5 5 0 0 0 0 1 0 0 1
0 0 linear 0 15 0 2 0.0001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1410016276501904 0.5 -1.0577360358777737 7.2540663721087535 OK 13 12 49.805959000000001 49.692878999999998 0.36492599999999997 49.304462000000001 49.153623000000003 0 0.50149700000000053 0.53925599999999463 0.36492599999999997 0.011677999999999999 0.011736 0.0091839999999999995 0.44343500000000002 0.47931899999999994 0.32370400000000005 0.010685 0.010100999999999999 0.006437 0.0023900000000000002 0.0027970000000000004 0.0014339999999999999 7.2540771215429531 7.2540771215429531 7.2540771215429531 0.00044980356117735462 0.00044980356117735462 0.00044980356117735462 1 1 1 Converged Converged Converged OK OK OK 123 123 123 123 123 123 5 5 5 0 0 0 0 1 0 0 1
0 0 linear 0 23 0 3 0.0001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1410256503916132 0.5 -1.0577600586191964 7.2792531935334868 OK 13 12 49.891944000000002 49.782156000000001 0.37285800000000002 49.377927999999997 49.215786999999999 0 0.51401600000000514 0.56636900000000168 0.37285800000000002 0.011709000000000001 0.012134000000000001 0.0091140000000000006 0.45166799999999996 0.50692499999999974 0.33262900000000001 0.012058000000000001 0.011770999999999998 0.0062040000000000003 0.0029929999999999996 0.0024590000000000002 0.0013369999999999999 7.2793538566257574 7.2793538566257574 7.2793538566257574 0.0004274128069835876 0.0004274128069835876 0.0004274128069835876 1 1 1 Converged Converged Converged OK OK OK 123 123 123 123 123 123 5 5 5 0 0 0 0 1 0 0 1
0 0 linear 1 0 1 0 0.001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025981272914744842 0.5 0.10924686468716169 589.76910771294774 OK 15 15 0.91250799999999999 0.90951000000000004 0.32853199999999999 0.59343900000000005 0.59125499999999998 0 0.31906899999999994 0.31825500000000007 0.32853199999999999 0.012061000000000001 0.011860000000000001 0.012593999999999999 0.27079599999999998 0.27111500000000005 0.27985499999999996 0.0050170000000000006 0.0047330000000000002 0.0046250000000000006 0.0014529999999999999 0.0013630000000000001 0.001356 589.76731831372365 589.76731831372365 589.76731831372365 0.37759342414534219 0.37759342414534219 0.37759342414534219 1 1 1 Converged Converged Converged OK OK OK 105 105 105 105 105 105 7 7 7 0 0 0 0 0 1 0 0
0 0 linear 1 7 1 1 0.001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025960253015999791 0.5 0.10922584478841664 593.08183624951698 OK 15 15 0.78012899999999996 0.63083299999999998 0.33481699999999998 0.46554600000000002 0.30072599999999999 0 0.31458299999999995 0.33010699999999998 0.33481699999999998 0.012147 0.012279999999999999 0.012947 0.27676399999999984 0.29247499999999993 0.29314399999999996 0.0046310000000000006 0.0046179999999999997 0.0073369999999999998 0.0013129999999999999 0.0012949999999999999 0.0012390000000000001 593.09247526628167 593.09247526628167 593.09247526628167 0.32958847976942457 0.32958847976942457 0.32958847976942457 1 1 1 Converged Converged Converged OK OK OK 105 105 105 105 105 105 7 7 7 0 0 0 0 1 0 0 1
