case profile db epoch whole mu ok nodes topology setup physics estimator scheduler struct expand presearch real qf residual completeness classification soft probes arc endpoint k rescue trajectory_pos bracket_attempts bracket_successes native_ms native_calls native_pass native_violations native_root_pass native_root_violations solve_total radial_total prepare conjugate metadata chart diagnostic noise_checks noise_all noise_first noise_ratio noise_valid rootpair_calls rootpair_success rootpair_cold predictor_reject newton_reject branch_reject tmax_reject vfloor_reject newton_iterations newton_pairs_accepted quartic_cold quartic_warm rootpair_ms predictor_nonpositive corrected_nonpositive corrected_tiny_positive tiny_eligible tiny_bracket_pass
0 linear 0 0 50.609467000000002 7.0379226907888537 1 67 49.389001999999998 0.027236 0.21952400000000002 0.0072630000000000004 0.001578 0.0088599999999999998 0.017160000000000002 0.182368 0.33322099999999999 48.595464999999997 0.10183 3.6000000000000001e-05 0.059248999999999996 0.010007 0.009077 0.14736599999999994 0.031989000000000004 0.0085949999999999967 0 0 0 0 0 0 0 0 0 0 49.213520000000003 49.364010999999998 0.011684999999999999 0.0064980000000000003 0.012665000000000001 0.00040000000000000002 0 0 0 0 0 0 54 13 41 2 10 12 0 6 65 13 5 49 0.11015100000000003 0 0 6 0 0
0 linear 0 7 49.609935999999998 7.165175685042759 1 83 49.211222999999997 0.012163 0.35432200000000019 0.0083829999999999998 0.0013520000000000001 0.0041460000000000004 0.011533 0.018553 0.371145 48.678974999999994 0.091513999999999998 2.5999999999999998e-05 0.016301000000000003 0.0022529999999999998 0.0044349999999999997 0.25998500000000008 0.044574000000000003 0.012079000000000003 0 1 15 15 0 0 0 0 0 0 49.142985000000003 49.200799000000004 0.0023649999999999999 0.005437 0.012354999999999998 0.00018100000000000001 0 2 1 16 0.00115407797797932 2 61 15 46 2 11 13 0 7 71 15 5 63 0.17257400000000003 0 0 7 0 0
0 linear 0 15 49.669792999999999 7.2540425509600803 1 91 49.285930999999998 0.011674 0.34357500000000007 0.0072309999999999996 0.0015370000000000002 0.0031210000000000001 0.01025 0.0099360000000000004 0.25948300000000002 48.821113999999994 0.090651000000000009 2.6999999999999999e-05 0.079820000000000002 0.0017880000000000001 0.0036960000000000001 0.23766000000000009 0.050666000000000024 0.012632000000000003 0 2 13 13 0 0 0 0 0 0 49.163801999999997 49.278939999999999 0.0016949999999999999 0.0053169999999999997 0.012302000000000002 2.4000000000000001e-05 0 1 1 8 0.0027134713756958736 1 63 13 50 2 16 18 0 6 92 13 5 73 0.159604 0 0 6 0 0
0 linear 0 23 49.956201999999998 7.2793514851610421 1 91 49.516831000000003 0.012159 0.40011799999999992 0.0084840000000000002 0.00158 0.0044530000000000004 0.010463 0.010083999999999999 0.380083 48.956869000000005 0.091517000000000001 2.0000000000000002e-05 0.051177 0.001771 0.0038209999999999997 0.27169899999999991 0.056405000000000011 0.014197000000000001 0 3 13 13 0 0 0 0 0 0 49.420906000000002 49.509864 0.001665 0.0055570000000000003 0.012995 2.5000000000000001e-05 0 1 1 8 0.0030160757831446021 1 67 13 54 3 21 24 0 7 119 13 5 73 0.18978200000000003 0 0 7 0 0
0 linear 1 0 1.003009 589.76731831372365 1 105 0.62567200000000001 0.012838 0.30395000000000005 0.0073970000000000008 0.0016080000000000001 0.0035079999999999998 0.010673999999999999 0.18215799999999999 0.12407899999999999 0 0.0067010000000000004 0.0013940000000000001 0.25166300000000003 0.0017730000000000001 0.0041120000000000002 0.15589800000000004 0.07858200000000011 0.017413000000000015 0 0 0 0 0.0040679999999999996 1 0 0 14 0 0.32252999999999998 0.61776600000000004 0.001354 0.003516 0.015878 0.0030179999999999998 0 0 0 0 0 0 74 45 29 4 3 8 0 3 232 65 7 53 0.079902000000000029 0 0 3 0 0
0 linear 1 7 0.66442000000000001 593.09247526628167 1 105 0.30928600000000001 0.013228999999999999 0.32027100000000008 0.006213999999999999 0.0015169999999999999 0.0029499999999999999 0.0091090000000000008 0.0084019999999999997 0.14227500000000001 0 0.0034810000000000002 0.001036 0.103626 0.0011900000000000001 0.0038050000000000002 0.1645630000000001 0.076766000000000084 0.017530000000000007 0 1 19 19 0.0028909999999999999 1 0 0 14 0 0.16240199999999999 0.302678 0.001374 0.0035750000000000001 0.014564000000000001 0.0012589999999999999 0 1 1 8 0.0016863986939356674 1 74 45 29 4 3 8 0 3 232 65 7 53 0.089365000000000028 0 0 3 0 0
0 linear 1 15 0.90146000000000004 596.53003682974679 1 128 0.41164699999999999 0.015025999999999999 0.44103400000000015 0.0078819999999999984 0.0017589999999999999 0.0037369999999999999 0.0093399999999999993 0.0086619999999999996 0.114741 0 0.0040140000000000002 0.0010380000000000001 0.22601900000000003 0.0015299999999999999 0.0041169999999999991 0.2221830000000001 0.10632199999999992 0.022906000000000013 0 2 19 19 0.0029589999999999998 1 0 0 14 0 0.13661999999999999 0.40291199999999999 0.0016590000000000001 0.0033349999999999999 0.014444 0.0016850000000000001 0 1 1 8 0.18679473719266346 1 85 46 39 6 3 9 2 3 239 65 8 74 0.11602499999999995 0 0 3 0 0
0 linear 1 23 0.72745599999999999 599.54254534181996 1 128 0.26497500000000002 0.012795000000000001 0.42570299999999994 0.007169 0.0015349999999999999 0.002679 0.0082400000000000008 0.008267 0.132913 0 0.003473 0.00091100000000000003 0.07167599999999999 0.001078 0.0037149999999999996 0.21434200000000006 0.099684000000000036 0.022853000000000005 0 3 19 19 0.002967 1 0 0 14 0 0.15256900000000001 0.258741 0.0012899999999999999 0.0033270000000000001 0.013985000000000001 0.001302 0 1 1 8 0.0068439882711387309 1 85 47 38 5 3 8 1 3 243 67 8 73 0.11077499999999998 0 0 3 0 0
0 linear 2 0 35.043582000000001 2.3667291596036724 1 61 34.823894000000003 0.010895999999999999 0.18513400000000005 0.0063629999999999997 0.001057 0.0031129999999999999 0.0097940000000000006 0.17183499999999999 0.33303899999999997 34.166876000000002 0.085831999999999992 2.5000000000000001e-05 0.041360000000000001 0.0024849999999999998 0.0038949999999999996 0.12041399999999999 0.029661000000000007 0.0072029999999999985 0 0 0 0 0 0 0 0 0 0 34.738639999999997 34.814808999999997 0.00097799999999999992 0.005378 0.011864 3.1999999999999999e-05 0 0 0 0 0 0 47 21 26 2 10 12 0 6 88 21 3 37 0.075716000000000006 0 0 6 0 0
0 linear 2 7 47.934238999999998 2.4102109454225378 1 61 47.641686 0.011972 0.25547899999999996 0.0052680000000000001 0.0015490000000000002 0.0043709999999999999 0.010132 0.0099749999999999995 0.32355099999999998 47.188386000000001 0.085237999999999994 2.0000000000000002e-05 0.010114000000000001 0.00157 0.003712 0.17869600000000005 0.032770000000000007 0.0087780000000000011 0 1 16 13 0 0 0 0 0 0 47.589142000000002 47.635005 0.0016869999999999999 0.005437 0.012386000000000001 3.4e-05 0 1 1 8 0.11055858717162853 1 43 16 27 3 9 12 0 5 79 16 3 42 0.118452 0 0 5 0 0
0 linear 2 15 47.831496999999999 2.4659804224859272 1 61 47.548071 0.011672 0.24788599999999994 0.0077870000000000005 0.0010560000000000001 0.0032750000000000001 0.010155000000000001 0.0085909999999999997 0.24693200000000001 47.176003999999999 0.084780999999999995 2.0000000000000002e-05 0.0096050000000000007 0.001508 0.0037320000000000001 0.17245000000000002 0.034682000000000011 0.0086769999999999989 0 2 19 18 0 0 0 0 0 0 47.497906 47.541392999999999 0.001506 0.0053070000000000001 0.012019 2.6999999999999999e-05 0 1 1 8 0.0016090859999255856 1 50 19 31 1 14 15 0 6 106 19 3 39 0.12637799999999999 0 0 6 0 0
0 linear 2 23 49.625211 2.5300557252343201 1 61 49.355397000000004 0.011757999999999999 0.23468899999999995 0.0055309999999999995 0.0010479999999999999 0.003336 0.010175999999999999 0.0096930000000000002 0.26181900000000002 48.957111999999995 0.092111999999999999 2.5999999999999998e-05 0.0095949999999999976 0.001616 0.0042010000000000007 0.16259900000000002 0.033745999999999998 0.0080689999999999998 0 3 17 16 0 0 0 0 0 0 49.302328000000003 49.348008999999998 0.001523 0.0056540000000000002 0.012181999999999998 2.8e-05 0 1 1 8 0.0026246619501964687 1 50 17 33 1 15 16 0 7 106 17 3 41 0.126721 0 0 7 0 0
0 linear 3 0 0.640934 488.05716329461848 1 83 0.45716000000000001 0.016664000000000002 0.1435000000000001 0.0060479999999999996 0.0014579999999999999 0.0037650000000000001 0.0098799999999999999 0.17605599999999999 0.110807 0 0.0038049999999999998 0.001127 0.111789 0.00069899999999999997 0.0037880000000000001 0.075376999999999986 0.034172999999999995 0.0093150000000000021 0 0 0 0 0.003009 1 0 0 14 0 0.297342 0.450853 0.001121 0.001954 0.018652999999999999 2.0999999999999999e-05 0 0 0 0 0 0 74 56 18 4 4 8 0 4 194 56 5 22 0.046822000000000009 0 0 4 0 0
0 linear 3 7 0.59005099999999999 497.79296944733449 1 83 0.36418200000000001 0.015188 0.18769500000000003 0.0056319999999999999 0.0012879999999999999 0.0028839999999999998 0.010716 0.015516 0.089145000000000002 0 0.0035179999999999999 0.0010809999999999999 0.20255000000000001 0.00078600000000000002 0.0037409999999999995 0.12068200000000003 0.033455000000000006 0.0093010000000000002 0 1 56 56 0.0029399999999999999 1 0 0 14 0 0.115657 0.35798999999999997 0.001516 0.00263 0.017855000000000003 2.1999999999999999e-05 0 2 1 16 0.0088212496358149681 2 74 56 18 4 4 8 0 4 194 56 5 22 0.092383000000000062 0 0 4 0 0
0 linear 3 15 0.60492100000000004 510.01575430523633 1 83 0.37750499999999998 0.015311999999999999 0.18976499999999996 0.0053760000000000006 0.0012260000000000001 0.0024940000000000001 0.0082629999999999995 0.0080459999999999993 0.089799000000000004 0 0.0034259999999999998 0.00097300000000000002 0.22869000000000003 0.00072300000000000001 0.0035180000000000003 0.12267200000000002 0.033433000000000018 0.0093150000000000021 0 2 54 54 0.0028779999999999999 1 0 0 14 0 0.108056 0.37195800000000001 0.0012440000000000001 0.0024399999999999999 0.016767000000000001 2.5000000000000001e-05 0 1 1 8 0.0009877516298322979 1 74 54 20 6 4 10 0 6 195 54 5 24 0.094421999999999978 2 0 4 0 0
0 linear 3 23 0.54175799999999996 523.73782250076636 1 99 0.28495799999999999 0.014751 0.21558399999999997 0.0064350000000000006 0.00134 0.0022690000000000002 0.0079190000000000007 0.0080309999999999999 0.088722999999999996 0 0.0034550000000000002 0.00095500000000000001 0.13897100000000001 0.00055199999999999997 0.0035729999999999998 0.13783799999999996 0.038939000000000029 0.011184000000000005 0 3 68 68 0.0029190000000000002 1 0 0 14 0 0.106875 0.27953600000000001 0.001281 0.0023869999999999998 0.016108000000000001 1.7e-05 0 1 1 8 0.0017264993823830933 1 90 68 22 6 6 12 0 8 239 68 5 26 0.10782800000000002 2 0 6 0 0
0 linear 4 0 0.47648800000000002 2.6196476657497758 1 52 0.31024099999999999 0.011736999999999999 0.141398 0.0034890000000000003 0.00094300000000000004 0.0029619999999999998 0.0095110000000000004 0.175011 0.074413999999999994 0 0.013331000000000001 0.00095699999999999995 0.00058799999999999998 0.0013760000000000001 0.0033890000000000001 0.093947000000000003 0.022173999999999992 0.0056590000000000008 0 0 0 0 0.0028470000000000001 1 0 0 10 0 0.27086700000000002 0.30395 0.000812 0.0041070000000000004 0.011885999999999999 2.4000000000000001e-05 0 0 0 0 0 0 47 15 32 2 8 10 0 6 63 15 4 33 0.077533000000000005 0 0 6 0 0
0 linear 4 7 0.311226 2.5174331937787979 1 52 0.14315700000000001 0.010932000000000001 0.14497500000000005 0.0030479999999999999 0.00079600000000000005 0.0027469999999999999 0.0086079999999999993 0.0080529999999999994 0.079280000000000003 0 0.012326999999999999 0.00089899999999999995 0.00061300000000000005 0.0012160000000000001 0.0031839999999999998 0.097061999999999996 0.022535999999999994 0.0056669999999999993 0 1 25 24 0.0029759999999999999 1 0 0 10 0 0.107974 0.13769200000000001 0.001191 0.0040480000000000004 0.010534999999999999 2.3e-05 0 1 1 8 0.002527145321730481 1 52 25 27 3 6 9 0 6 86 25 4 23 0.090908000000000017 0 0 6 0 0
0 linear 4 15 0.39204099999999997 2.4212389482948047 1 68 0.158529 0.010284 0.20842799999999997 0.0040549999999999996 0.00079600000000000005 0.0025019999999999999 0.007816 0.0078820000000000001 0.098110000000000003 0 0.011655 0.00079199999999999995 0.00058699999999999996 0.0010859999999999999 0.0030970000000000004 0.14469799999999999 0.031426000000000009 0.0074230000000000016 0 2 28 23 0.0028779999999999999 1 0 0 10 0 0.12532199999999999 0.153363 0.001103 0.0035890000000000002 0.010689000000000001 2.4000000000000001e-05 0 1 1 8 0.0021007554509754668 1 67 28 39 2 9 11 0 8 103 28 4 36 0.13454400000000002 0 0 8 0 0
0 linear 4 23 0.32417600000000002 2.3408509317784856 1 61 0.120564 0.010449999999999999 0.17608499999999999 0.0039360000000000003 0.00099899999999999989 0.0023879999999999999 0.0077730000000000004 0.0081320000000000003 0.059743999999999998 0 0.011982 0.00082600000000000002 0.00057600000000000001 0.00108 0.003052 0.119833 0.027723999999999999 0.0066969999999999998 0 3 25 23 0.002947 1 0 0 10 0 0.087665999999999994 0.115249 0.001163 0.003673 0.010201999999999999 2.4000000000000001e-05 0 1 1 8 0.059615655559615663 1 53 25 28 3 8 11 0 6 96 25 3 33 0.096249000000000015 0 0 6 0 0
